depth,T_ice
0.1586952,-16.445312
0.31612337,-15.783356
0.47082627,-15.69635
0.624572,-15.642822
0.7759511,-15.646637
0.92521495,-15.776428
1.0731413,-16.009613
1.2213717,-16.310638
1.3695958,-16.65445
1.5153953,-17.020233
1.6597059,-17.393417
1.803614,-17.76744
1.9465792,-18.136322
2.0893877,-18.495392
2.2345858,-18.845062
2.376476,-19.178696
2.5168111,-19.49057
2.65538,-19.782104
2.7944465,-20.055374
2.9310586,-20.309692
3.0683515,-20.54567
3.2037485,-20.764084
3.3374426,-20.963623
3.4691792,-21.145172
3.6011655,-21.31108
3.730988,-21.462234
3.859316,-21.598969
3.9868412,-21.72316
4.113608,-21.83609
4.2402496,-21.938858
4.3654895,-22.031906
4.4902782,-22.11583
4.614817,-22.19165
4.7388163,-22.259842
4.8631544,-22.321045
4.9860034,-22.375458
5.1081147,-22.4234
5.22934,-22.465485
5.352258,-22.502518
5.47427,-22.534744
5.5974083,-22.562424
5.7170067,-22.585587
5.8362956,-22.60463
5.9569683,-22.62024
6.0765376,-22.63263
6.195528,-22.641968
6.3138895,-22.648605
6.4317102,-22.652802
6.5482593,-22.654816
6.6647367,-22.654938
6.780336,-22.653366
6.8973403,-22.650314
7.0140615,-22.64592
7.130313,-22.640427
7.244046,-22.634033
7.3574047,-22.626953
7.470892,-22.619263
7.583742,-22.611069
7.6970773,-22.602509
7.80919,-22.59372
7.920955,-22.584824
8.032436,-22.575882
8.14464,-22.566956
8.255739,-22.558136
8.36701,-22.549545
8.477853,-22.541214
8.589263,-22.533188
8.699061,-22.525574
8.808839,-22.518402
8.91834,-22.511703
9.027497,-22.505508
9.136345,-22.499863
9.250759,-22.494644
9.360407,-22.49002
9.468334,-22.4861
9.576137,-22.482788
9.685427,-22.480042
9.793432,-22.47789
50.34303,-22.290176
73.269455,-22.12709
82.83112,-21.92862
85.15395,-21.861801
87.26168,-21.837982
89.71678,-21.814407
91.56466,-21.79332
93.59503,-21.775253
95.81886,-21.756638
106.81627,-21.704361
113.68669,-21.674103
117.493546,-21.67688
121.570915,-21.688583
125.93577,-21.713058
130.60497,-21.753708
138.15323,-21.829636
152.28323,-22.022781
158.48636,-22.298523
161.73785,-22.436462
164.9802,-22.5316
168.32477,-22.627457
171.63254,-22.722229
