depth,snowc
0.09223597,0.021649575
0.19086334,0.024055524
0.36626133,0.048417617
0.5121697,0.039499693
0.63631034,0.031492945
0.7352916,0.031492945
0.83283764,0.031492945
0.9635544,0.030199125
1.0887074,0.030199125
1.1692747,0.023364523
1.2502773,0.023364523
1.3283378,0.023364523
1.4045919,0.023364523
1.4814483,0.025039135
1.5591817,0.025039135
1.6635939,0.034757446
1.7690225,0.034757446
1.8800639,0.034757446
1.98962,0.034757446
2.1336722,0.029431975
2.2745373,0.029431975
2.374822,0.016774723
2.475102,0.016774723
2.627842,0.028218472
2.7805705,0.028218472
3.00222,0.050041508
3.2021022,0.050009996
3.3628762,0.050169557
3.5069647,0.050056536
3.7839625,0.08130076
3.9469306,0.027487393
4.066294,0.019151704
4.1624026,0.019151704
4.3239675,0.03830341
4.4655466,0.027871571
4.6954722,0.04742428
4.799952,0.020562708
4.899452,0.020562708
5.120559,0.050089203
5.479867,0.059959773
5.7017484,0.046689548
5.8158855,0.023344774
5.92218,0.023344774
6.675602,0.18871678
6.9820657,0.05126994
7.2279983,0.033546023
7.5792933,0.05617985
7.858338,0.050055355
8.116886,0.05001096
8.333172,0.050165217
8.8249655,0.1309885
9.730817,0.16181141
10.635022,0.16181141
11.08648,0.09312582
11.599816,0.11933883
12.71247,0.22539471
13.825017,0.22539471
14.041102,0.03387955
14.238945,0.05
14.403615,0.05
14.553556,0.05
16.373283,0.7
16.611942,0.1
16.72879,0.0521255
16.991852,0.123088
18.053562,0.5553408
18.287788,0.1252937
18.561872,0.1361815
18.868114,0.1476825
20.92321,1.3967092
22.930689,1.3967092
25.404562,1.676051
28.97373,2.5530882
31.911448,2.4000812
34.849,2.4000812
38.077904,2.5846696
41.887558,2.9447145
44.0391,1.666592
46.190426,1.666592
49.32668,2.43624
52.68903,2.61768
56.27042,2.81256
60.119328,3.02088
62.12827,1.59276
64.21084,1.67928
66.29337,1.67928
68.48533,1.76916
70.756226,1.83132
73.11247,1.89516
75.50244,1.96068
77.98831,2.02788
80.506355,2.09676
83.04521,2.16732
85.603836,2.23956
88.362686,2.31348
91.118454,2.38908
93.97459,2.46636
96.8686,2.54532
99.85398,2.62596
102.93263,2.70828
