depth,dgrain
0.20358361,0.38927838
0.3604749,0.43133003
0.5157733,0.4923275
0.668942,0.6852542
0.8203615,0.80837786
0.9704322,0.89295757
1.1191627,0.92216116
1.26644,0.9399281
1.4120626,0.961828
1.5557932,1.0271229
1.6980166,1.0956395
1.8385462,1.144951
1.9776129,1.1805972
2.114842,1.2205263
2.2505295,1.2567765
2.3847804,1.3074529
2.517943,1.3328689
2.649563,1.3534547
2.7798474,1.3680774
2.9084256,1.4057304
3.0358927,1.4305993
3.1622534,1.4552422
3.411826,1.4744959
3.5353856,1.5313307
3.6578436,1.5485625
3.7801657,1.5713701
3.901826,1.5798192
4.0217113,1.5952306
4.1408787,1.6116496
4.2591605,1.6238674
4.3768315,1.6445835
4.4937468,1.6575508
4.6374726,1.679313
4.7529573,1.6933523
4.867868,1.6989403
12.716139,2.207277
12.808561,2.585445
12.900739,2.5962265
12.992834,2.6044176
13.084915,2.608662
13.176769,2.6103506
13.268685,2.6140437
13.360191,2.6231048
13.451679,2.6346
13.543079,2.6434076
13.63446,2.6503878
13.725409,2.658477
13.816254,2.666167
13.907004,2.6779957
13.997812,2.684272
14.088335,2.6893923
14.178759,2.6931508
14.26918,2.703092
14.359224,2.7095566
14.449171,2.7168412
14.539048,2.7205284
14.628775,2.7274115
14.7184515,2.7396877
14.8079195,2.7450745
14.897554,2.7524824
14.987009,2.755248
15.07613,2.7603166
15.165434,2.7658765
15.254308,2.7695568
15.3430805,2.777158
15.431722,2.7817452
15.55052,2.7897391
15.639354,2.794812
15.7276745,2.7981467
15.8159075,2.8131766
15.904664,2.8179686
15.992899,2.8233445
16.081045,2.829301
16.168789,2.8356562
16.256542,2.8467326
16.344164,2.8517158
16.431627,2.8581905
16.51898,2.8662405
16.606617,2.8773773
20.69781,3.235785
24.762932,3.235785
25.207191,3.363816
26.149508,3.363816
26.64671,3.363816
27.190392,3.363816
27.744081,3.363816
28.343351,3.363816
28.965485,3.363816
29.562948,3.363816
32.482227,3.363816
33.281036,3.363816
34.07381,3.363816
36.815186,3.363816
38.779232,3.363816
47.982956,3.363816
56.297672,3.363816
64.380135,3.363816
71.62118,3.363816
79.63212,3.363816
83.97051,3.363816
