depth,rhofirn
0.31162736,320.83228
0.46422046,327.71445
0.616443,331.68637
0.7662131,335.07635
0.9161539,338.03033
1.0638925,340.8734
1.3080117,345.11682
1.4508772,350.17072
1.5918735,355.38882
1.7306745,360.70636
1.8689734,365.46298
2.0042713,369.67615
2.1394188,373.4478
2.272129,376.91296
2.4047081,380.1395
2.5352223,383.2194
2.6646688,386.27182
2.8486328,390.67526
2.975698,395.19855
3.10206,398.72925
3.226425,401.97913
3.3498805,404.97
3.4731271,407.75638
3.5956907,410.37924
3.7181454,412.89926
3.8398237,415.39093
4.0570946,419.28046
4.175809,423.4427
4.2935195,426.15985
4.410659,428.6607
4.527304,431.00784
4.6428003,433.23358
4.757649,435.35245
4.872,437.3968
4.98584,439.39157
5.2026815,442.4075
5.4252014,446.60532
5.5368857,449.72556
5.6476254,451.68027
5.757927,453.52612
5.8692594,455.29703
5.979664,457.0045
6.088766,458.6521
6.198006,460.27155
6.30641,461.8656
6.4145784,463.43036
6.5223355,465.00012
6.629704,466.57166
6.830983,468.8778
6.937218,471.17447
7.0444098,472.6966
7.150094,474.1571
7.2567434,475.56097
7.363376,476.92557
7.468292,478.23856
7.5738707,479.51294
7.6793838,480.76297
7.7837176,481.97906
7.8879724,483.16965
7.991534,484.34576
8.299221,486.79233
8.401824,489.26346
8.504353,490.4484
8.606053,491.59042
8.707578,492.7092
8.809199,493.83224
8.91038,494.99545
14.409871,551.09485
19.90383,551.6505
27.597212,579.1899
33.063934,617.8376
33.14278,634.04205
33.221565,634.5396
33.300274,635.14575
33.535965,636.3292
33.6928,637.5069
34.006557,637.33636
34.084496,641.43207
34.397,639.8838
34.475273,638.68317
34.944103,639.7912
35.41614,644.96826
35.980476,643.66284
39.35294,651.0814
40.552265,657.0975
44.182346,670.9242
44.77435,718.79913
47.609535,678.6119
48.39158,690.51685
49.176765,719.7129
51.85921,691.1241
53.797215,709.5852
54.817093,712.61835
55.810642,757.9663
59.36497,722.17236
62.912746,723.50684
71.19872,768.8262
86.50139,811.9308
94.5064,851.8418
98.84206,863.46765
