depth,snowc
0.2897391,0.061979875
0.4513019,0.05041281
0.59448355,0.050278924
0.735796,0.050200798
0.875136,0.05000691
1.014058,0.050348826
1.1617267,0.05095278
1.4352767,0.07797277
1.59057,0.050007254
1.7257066,0.050278667
1.8522749,0.050070312
1.9768499,0.050074577
2.1031544,0.05013783
2.4058337,0.09811115
2.5606022,0.050187748
2.8616376,0.1000587
3.178115,0.08253092
3.3091981,0.050055906
4.0611806,0.30086562
4.316238,0.08029136
4.438731,0.050003648
4.5548964,0.05
4.66517,0.05021582
4.774917,0.050044667
5.1263456,0.14362085
5.393719,0.082801275
5.7877097,0.20040351
5.885267,0.048237015
5.982903,0.05004169
6.0807834,0.050273236
6.2730417,0.064480975
6.398157,0.050097987
6.7732453,0.09722409
6.8986874,0.0500027
7.1263714,0.10021468
7.4649725,0.12145125
7.558903,0.05027519
7.652281,0.050064504
7.745417,0.050018843
7.8716016,0.065538995
7.9644027,0.050033584
8.200337,0.09797162
8.296864,0.05002882
8.389176,0.05018684
8.481361,0.050196156
8.573059,0.050008304
8.755678,0.09886041
8.950899,0.10240448
9.093736,0.04184875
9.2103405,0.050011043
9.308663,0.05000124
9.4097805,0.050012764
9.5158205,0.050003532
9.622963,0.05008464
9.847126,0.06195361
10.369387,0.25122747
10.795634,0.17887759
10.897553,0.050276395
11.0896635,0.10014119
11.189131,0.0501308
11.83622,0.24834894
12.118442,0.08251461
16.943035,2.2773023
21.757832,2.2773023
22.538027,0.4325726
23.149437,0.21103546
26.582092,1.9248158
27.263662,0.4521255
27.441809,0.123088
27.546753,0.0719033
28.660059,0.7449127
28.881117,0.1476825
29.11833,0.1598135
29.367239,0.1725913
29.943592,0.3861872
30.260965,0.2149735
30.577679,0.2305065
30.940807,0.2467703
31.331667,0.2637817
36.796864,3.8922582
40.502876,2.6514773
44.068077,2.5917313
47.6303,2.5917313
51.887363,3.117366
56.005215,3.01182
60.836838,3.59052
64.324715,2.61768
68.03792,2.81256
71.98674,3.02088
75.14898,2.47566
78.30966,2.47566
82.84857,3.60048
87.52936,3.85584
92.53041,4.12464
97.86644,4.40688
100.609474,2.35128
103.35235,2.35128
107.7268,3.81882
112.10057,3.81882
115.18568,2.70828
