depth,T_ice
0.08691437,-3.671692
0.15905383,-2.4953613
0.23119329,-2.106964
0.30333275,-2.1486511
0.37547222,-2.4171143
0.44761166,-2.7825317
0.51975113,-3.173767
0.5918906,-3.5580444
0.6640301,-3.9241028
0.7361695,-4.270874
0.80830896,-4.601288
0.88044846,-4.9190063
0.9525879,-5.2271423
1.0247273,-5.5279236
1.0968668,-5.822876
1.1690062,-6.112915
1.2411457,-6.398712
1.3132852,-6.6806335
1.3854246,-6.959076
1.4575641,-7.234314
1.5297036,-7.506531
1.601843,-7.7759094
1.6739825,-8.042603
1.746122,-8.30658
1.8182614,-8.567902
1.9063263,-8.855072
1.9943912,-9.166565
2.0983815,-9.501434
2.2023716,-9.857574
2.306362,-10.206787
2.4103522,-10.548645
2.488345,-10.841003
2.5663376,-11.087097
2.6443303,-11.328583
2.7353218,-11.5850525
2.8263133,-11.854675
2.9303033,-12.136414
3.0342937,-12.42807
3.138284,-12.710754
3.2422743,-12.984436
3.3462644,-13.249084
3.4502547,-13.5047
3.554245,-13.751251
3.661753,-13.992859
3.7692606,-14.228912
3.8767686,-14.455536
3.9842765,-14.672821
4.0917845,-14.880859
4.199292,-15.079834
4.3068004,-15.269867
4.414308,-15.451172
4.5218163,-15.623901
4.629324,-15.788239
4.736832,-15.944397
4.84434,-16.09256
4.951848,-16.232971
5.0593557,-16.365845
5.1668634,-16.491425
5.2743716,-16.609863
5.329925,-16.694489
5.3854785,-16.750366
5.496585,-16.831543
5.607692,-16.932922
5.7187986,-17.02771
5.829905,-17.11618
5.941012,-17.198547
6.1632257,-17.31334
6.385439,-17.444458
6.607652,-17.555496
6.829866,-17.648285
7.052079,-17.724518
7.2797318,-17.786606
7.507384,-17.835419
7.9626884,-17.89
8.417993,-17.921753
8.873298,-17.922592
9.342562,-17.900665
9.811827,-17.862152
10.281091,-17.813507
10.750356,-17.759491
11.711366,-17.674423
12.672376,-17.569183
13.662739,-17.482391
14.653103,-17.418762
15.658142,-17.377777
16.663183,-17.35608
18.673262,-17.345703
20.061928,-17.359375
21.450594,-17.373932
24.227926,-17.398132
27.005259,-17.4254
29.78259,-17.445145
32.55992,-17.458725
35.337254,-17.467957
38.114586,-17.474213
40.89192,-17.478455
43.66925,-17.481277
46.446583,-17.483154
49.223915,-17.484406
52.001247,-17.485275
