depth,T_ice
0.20893036,-1.8066406
0.365928,-5.849365
0.5107634,-7.151703
0.6540454,-7.526947
0.79538566,-7.8357544
0.9354852,-8.249054
1.0740621,-8.727112
1.2114837,-9.218201
1.3688779,-9.718964
1.5976995,-10.307892
1.8098872,-10.867737
1.950038,-11.259155
2.0912762,-11.571472
2.2237318,-11.861542
2.3542836,-12.1328125
2.722212,-12.627197
3.0724869,-13.254089
3.2830646,-13.63385
3.413371,-13.819
3.5373566,-13.958679
3.7972958,-14.146179
3.9911366,-14.314117
4.195692,-14.436829
5.0273485,-14.735596
5.130048,-14.871185
5.2324343,-14.900452
5.457368,-14.939453
5.700271,-14.979828
5.817636,-15.001587
5.927777,-15.013275
6.454514,-15.040924
6.6151567,-15.046692
6.725673,-15.046753
6.824045,-15.045868
6.9221864,-15.044281
7.020505,-15.042084
7.118185,-15.039368
7.215395,-15.036194
7.312341,-15.032684
7.4091353,-15.02887
7.5067925,-15.024811
7.75391,-15.017334
7.8499894,-15.009491
8.075591,-15.003601
8.187905,-14.997894
8.673663,-14.988678
9.114262,-14.977936
9.228844,-14.974152
9.517652,-14.97229
9.621773,-14.972412
9.717404,-14.972839
9.809505,-14.973602
9.901465,-14.97464
9.99344,-14.976013
10.085261,-14.977661
10.242165,-14.980011
10.344776,-14.983093
10.448398,-14.9861145
10.539551,-14.989441
10.6303625,-14.99295
10.721627,-14.996735
10.90392,-15.002838
11.02667,-15.010376
11.2354965,-15.01767
12.151097,-15.0494995
12.297844,-15.091858
12.926463,-15.122894
14.334991,-15.210999
15.981351,-15.343018
17.19411,-15.455383
18.396315,-15.542877
19.155783,-15.5980835
22.995876,-15.711548
24.301294,-15.775787
25.770145,-15.799194
28.110338,-15.8211975
32.195164,-15.834869
33.101883,-15.82428
37.457767,-15.808746
44.075157,-15.74884
47.76266,-15.667023
53.247955,-15.580841
56.693455,-15.474182
60.225746,-15.381134
63.58218,-15.278992
68.96134,-15.134827
72.32428,-14.969849
77.75127,-14.803131
81.69886,-14.597534
85.694855,-14.414734
89.04008,-14.235809
92.38459,-14.057373
97.19684,-13.828857
102.29306,-13.535217
105.014015,-13.288483
107.72731,-13.114441
110.63969,-12.929321
113.46736,-12.740662
116.43279,-12.555878
119.499756,-12.358063
