depth,dgrain
0.1586952,0.34914547
0.31612337,0.52326906
0.47082627,0.6225174
0.624572,0.630515
0.7759511,0.68984675
0.92521495,0.7334535
1.0731413,0.7464205
1.2213717,0.7619956
1.3695958,0.7648648
1.5153953,0.7685082
1.6597059,0.77720165
1.803614,0.7860374
1.9465792,0.78934723
2.0893877,0.8306967
2.2345858,0.8433836
2.376476,0.8656404
2.5168111,0.8855752
2.65538,0.8910033
2.7944465,0.89526945
2.9310586,0.9079366
3.0683515,0.9146134
3.2037485,0.9357924
3.3374426,0.9484836
3.4691792,0.9989973
3.6011655,1.0015188
3.730988,1.0080568
3.859316,1.0124545
3.9868412,1.0289549
4.113608,1.034275
4.2402496,1.0433009
4.3654895,1.052888
4.4902782,1.0631092
4.614817,1.0689175
4.7388163,1.0758307
4.8631544,1.0794934
4.9860034,1.0870433
5.1081147,1.0889515
5.22934,1.1082026
5.352258,1.1126753
5.47427,1.1155115
5.5974083,1.1168772
5.7170067,1.1192474
5.8362956,1.1285143
5.9569683,1.1292739
6.0765376,1.1327597
6.195528,1.1453313
6.3138895,1.1557032
6.4317102,1.1590321
6.5482593,1.1920615
6.6647367,1.1977937
6.780336,1.2065828
6.8973403,1.2142317
7.0140615,1.2146891
7.130313,1.2152257
7.244046,1.2229438
7.3574047,1.2392223
7.470892,1.2477785
7.583742,1.2535176
7.6970773,1.2589272
7.80919,1.261716
7.920955,1.2684249
8.032436,1.2755685
8.14464,1.2822406
8.255739,1.2863492
8.36701,1.2911534
8.477853,1.2934545
8.589263,1.2941206
8.699061,1.3057518
8.808839,1.3148419
8.91834,1.3226519
9.027497,1.3284287
9.136345,1.3322412
9.250759,1.3471546
9.360407,1.365565
9.468334,1.3705026
9.576137,1.3810111
9.685427,1.3857783
9.793432,1.3878984
50.34303,2.0955544
73.269455,2.5293932
82.83112,2.9853723
85.15395,3.0565815
87.26168,3.0740192
89.71678,3.1204839
91.56466,3.1593754
93.59503,3.1926274
95.81886,3.2284434
106.81627,3.3836265
113.68669,3.4225528
117.493546,3.4225528
121.570915,3.4225528
125.93577,3.4225528
130.60497,3.4225528
138.15323,3.4225528
152.28323,3.9033225
158.48636,3.9845788
161.73785,3.9845788
164.9802,3.9845788
168.32477,3.9845788
171.63254,3.9845788
