depth,rhofirn
0.28907582,326.12244
0.45071387,348.27164
0.5938296,351.17844
0.73503065,355.305
0.8742945,358.97784
1.0130392,362.55524
1.1606246,366.95685
1.4336528,380.55954
1.589046,402.26816
1.7240711,413.81607
1.8505926,423.311
1.9749432,431.18732
2.0999756,437.53055
2.4144998,450.13715
2.570017,461.90723
2.86526,465.667
3.0239804,467.34097
3.1724777,470.0722
3.3076594,474.82758
3.4341512,478.46185
4.315839,485.24423
4.4381666,491.0834
4.554232,493.21213
4.664312,495.32553
4.7738023,497.4524
4.8853483,499.33994
5.1240163,501.45544
5.390399,505.07874
5.784019,509.57684
5.97895,512.9747
6.0761666,514.6412
6.251167,516.72186
6.3715262,519.6352
6.744585,524.04004
6.873079,528.43085
7.1054482,530.39703
7.451653,533.7536
7.544974,536.57306
7.6382523,537.50433
7.731257,538.41766
7.856961,539.4959
7.9495025,540.5623
8.182977,542.378
8.2800045,544.2192
8.371796,545.1443
8.46384,546.0192
8.5553,546.88403
8.736737,548.16675
8.93099,549.96265
9.0405855,551.6641
9.137223,553.08514
9.236145,554.3462
9.339469,555.552
9.437744,556.77826
9.542953,558.03876
9.777783,560.3609
9.895255,562.7118
10.28872,564.8489
10.607918,567.68365
10.725646,569.90344
10.829451,571.04224
11.12017,573.06445
11.514124,576.898
11.762988,580.3094
12.051064,582.60504
14.8496275,594.251
15.828198,607.54333
16.481117,612.3343
16.973257,615.669
17.973976,619.9382
18.545982,624.6843
19.588655,629.172
20.092337,633.59283
21.012053,637.3221
21.66409,641.0993
22.4403,644.4975
23.05229,647.5972
23.647797,650.46063
25.957592,656.78784
26.84419,663.71234
27.918985,667.7419
28.9438,671.3305
29.916246,674.78705
30.828728,677.714
36.681244,697.5362
40.15291,707.3555
43.866474,715.15295
47.01143,725.7409
50.6897,737.01404
54.159622,739.7399
58.262676,776.30884
62.360737,777.2554
66.16936,815.5649
69.97578,816.03644
73.77997,816.5132
77.58248,816.8757
81.09051,852.55646
84.59796,852.69824
87.71701,859.3695
89.89053,874.4782
