depth,T_ice
0.0560473,0.0
0.115390696,0.0
0.20218232,0.004272461
0.26727605,-0.2939148
0.33236974,-0.46826172
0.39746347,-0.63726807
0.4625572,-0.7998047
0.5276509,-0.95532227
0.59274465,-1.1036682
0.65783834,-1.2450562
0.72293204,-1.3798523
0.7880258,-1.5085449
0.8531195,-1.6315613
0.9182132,-1.7492676
0.98330694,-1.8619995
1.0484006,-1.9700317
1.1134944,-2.0736084
1.178588,-2.1729126
1.2436818,-2.268097
1.3087755,-2.359314
1.3738692,-2.4466858
1.4389629,-2.5303955
1.5040567,-2.6105957
1.5691503,-2.6873474
1.6342441,-2.7608643
1.6993378,-2.8312683
1.7644316,-2.8986511
1.8295252,-2.9631653
1.894619,-3.0249329
1.9597127,-3.0840454
2.0248065,-3.1406555
2.0899,-3.1948547
2.1549938,-3.2467651
2.2200875,-3.2964478
2.2851813,-3.3439941
2.350275,-3.3895264
2.4153688,-3.4331055
2.4804623,-3.4747925
2.545556,-3.5147095
2.6106498,-3.552887
2.6757436,-3.5894165
2.7408373,-3.6243591
2.805931,-3.6577759
2.8710248,-3.6896973
2.9361184,-3.7202148
3.0012121,-3.7493896
3.0663059,-3.7772217
3.1313996,-3.803833
3.1964934,-3.829193
3.2615871,-3.853424
3.3266807,-3.8764954
3.3917744,-3.898529
3.4568682,-3.9194946
3.521962,-3.9394531
3.5870557,-3.9584656
3.6521494,-3.9765625
3.717243,-3.9937744
3.8474305,-4.01828
3.977618,-4.0477295
4.1078053,-4.0742188
4.237993,-4.0979614
4.3681803,-4.1191406
4.5417633,-4.141144
4.715347,-4.1624756
4.88893,-4.1803894
5.0625134,-4.1952515
5.40968,-4.2134705
5.7568464,-4.2285767
6.1040125,-4.236389
6.451179,-4.2385254
6.7983456,-4.2361755
7.145512,-4.2304077
7.839845,-4.217865
8.534178,-4.194824
9.228511,-4.1693726
9.922844,-4.1440125
10.617177,-4.120331
11.31151,-4.099182
12.700176,-4.0717163
14.088842,-4.0461426
15.477508,-4.029602
16.866175,-4.019562
18.25484,-4.0136414
19.643505,-4.0095215
21.032171,-4.008667
23.809504,-4.0063477
26.586836,-4.004608
29.364168,-4.003296
32.1415,-4.002289
34.91883,-4.0015564
37.696163,-4.0010376
40.473495,-4.0006714
43.250828,-4.0004272
46.02816,-4.0002747
48.805492,-4.000183
51.582825,-4.0000916
54.360157,-4.000061
57.137486,-4.0000305
59.914818,-4.0
62.69215,-4.0
