depth,density_bulk
0.15867545,315.07004
0.31532487,319.21317
0.46899244,325.37762
0.62053823,330.22296
0.7702927,333.91675
0.9187728,337.07983
1.0662737,340.04797
1.2119957,343.15524
1.5147679,382.5956
1.6619899,386.13702
1.8002135,363.05014
1.9373765,367.239
2.072276,371.0048
2.205854,374.45926
2.3383167,377.73776
2.5274832,395.68182
2.6575031,387.76718
2.7852569,391.57654
2.9118867,394.96085
3.0374975,398.0402
3.1627016,400.94937
3.2866123,403.81863
3.4421914,407.57745
3.5643153,411.19724
3.6850574,414.5006
3.8048453,417.50952
3.9239368,420.27487
4.0425854,422.873
4.160161,425.34158
4.277059,427.713
4.393566,430.0212
4.509873,432.28903
4.6253185,434.59927
4.7397294,436.98398
4.8537607,439.32083
4.967134,441.52625
5.0800543,443.61597
5.192285,445.62607
5.3045206,447.61057
5.4278584,451.3371
5.538571,451.95206
5.648746,453.9818
5.759126,455.90872
5.868589,457.73834
5.977532,459.48035
6.0862384,461.159
6.194308,462.78833
6.302052,464.37277
6.4648476,487.52567
6.571908,468.69724
6.678215,470.3353
6.784157,471.92236
6.88996,473.44376
6.9953084,474.90387
7.1007767,476.32373
7.205733,477.76114
7.310355,479.2343
7.4150124,480.69696
7.518741,482.10394
7.622175,483.453
7.7253723,484.76556
7.828232,486.07083
7.9505835,488.90317
8.052834,489.03378
8.154833,490.33994
8.256786,491.59503
8.358243,492.8182
8.506165,502.07114
8.607354,495.84683
8.708226,497.04956
8.808594,498.21225
8.908853,499.34128
9.008873,500.4522
9.109266,501.5815
9.209007,502.71545
9.308423,503.84088
9.407498,504.94632
9.506986,506.02432
15.939011,554.9618
21.661642,562.4966
25.42203,598.5911
31.276396,622.66473
33.935005,640.2148
35.2278,645.0177
36.666134,647.87335
40.93372,657.864
42.933025,667.6156
54.46567,691.7391
58.85592,714.8676
67.66919,730.0317
71.64338,733.37585
75.680626,775.175
80.00984,775.6662
84.42843,814.7171
89.15862,815.0235
94.21671,815.324
99.38042,853.29694
107.705444,860.9902
113.684586,864.74854
116.81577,864.7968
