depth,T_ice
0.15850677,-9.750977
0.31573677,-10.493195
0.5986743,-10.812317
0.7479995,-11.198944
0.8950565,-11.607178
1.0412059,-12.100769
1.1861273,-12.622742
1.3294694,-13.142487
1.4721122,-13.65152
1.6137812,-14.14917
1.7551643,-14.635986
1.8954717,-15.110992
2.035555,-15.572479
2.173598,-16.016418
2.5043354,-16.674805
2.638325,-17.254059
2.768969,-17.578705
2.8984869,-17.880081
3.0269763,-18.160599
3.1548285,-18.421906
3.2811732,-18.664612
3.4067078,-18.889725
3.5315995,-19.098999
3.655913,-19.293518
3.7794874,-19.473999
3.9035325,-19.641968
4.025694,-19.797226
4.147437,-19.940079
4.268483,-20.071915
4.3893695,-20.19345
4.554451,-20.313248
4.6747336,-20.418106
4.8786793,-20.53543
4.9953327,-20.634445
5.1121526,-20.699783
5.2285037,-20.758575
5.3436303,-20.810928
5.458202,-20.8573
5.572367,-20.898254
5.6860895,-20.934189
5.799674,-20.965454
5.9125676,-20.992355
6.0259824,-21.015244
6.138033,-21.034332
6.487916,-21.0652
6.598599,-21.077255
6.7094774,-21.080673
6.8194394,-21.081833
6.9284754,-21.080963
7.0377035,-21.078247
7.1460032,-21.073883
7.2542377,-21.068054
7.3636107,-21.060852
7.4714227,-21.05243
7.579159,-21.043015
7.6860285,-21.032715
7.792602,-21.021652
7.898758,-21.009918
8.218532,-20.987183
8.32825,-20.961578
8.43277,-20.947632
8.538105,-20.933578
8.642166,-20.919403
8.745944,-20.905258
8.850929,-20.891006
8.956242,-20.876648
9.059369,-20.862473
9.868413,-20.801682
9.96963,-20.747528
10.070469,-20.735962
10.171255,-20.724716
10.272114,-20.713776
10.372551,-20.703156
10.472941,-20.692871
10.5728445,-20.682922
10.67261,-20.673325
10.772344,-20.664047
10.872104,-20.655075
10.971455,-20.646423
11.071327,-20.638077
11.1702175,-20.63005
11.268878,-20.622375
11.368002,-20.61496
11.46639,-20.60785
11.55939,-20.6017
11.666717,-20.595749
16.378115,-20.453125
16.653933,-20.37799
16.988485,-20.370178
24.21126,-20.278992
31.148024,-20.062881
36.58588,-19.854034
51.883648,-19.536118
61.82232,-19.35759
71.72676,-19.452255
75.25487,-19.67273
83.52459,-19.889206
98.815384,-20.469894
106.81764,-21.265167
111.15206,-21.691116
