depth,rhofirn
0.20932862,339.07565
0.36308098,361.71564
0.506929,372.15924
0.6464808,382.28268
0.77808374,391.1511
0.90689844,396.00986
1.2664278,406.13245
1.4221034,415.8918
1.555374,424.83603
1.6787168,434.19296
1.79968,441.72855
1.9197736,448.24475
2.0415244,454.333
2.1585276,460.8264
2.3387752,468.76016
2.5315065,478.7211
2.6673293,487.99716
2.8850796,495.7843
3.0268474,504.6055
3.15873,510.23328
3.3001423,514.9581
3.4217775,519.57135
3.5421424,522.77203
3.6608293,525.00085
3.7804263,526.9915
3.9382422,529.098
4.0838113,530.9133
4.2671614,533.17255
4.41498,535.53656
4.54979,537.8022
4.702711,539.93585
5.227925,545.31647
5.371995,550.0868
5.4930444,551.1078
5.5976853,551.68146
5.8731413,552.4042
6.1713257,552.96924
6.4783254,553.9466
6.74777,555.55536
7.435231,562.82764
7.5750384,569.29297
7.802525,572.06976
8.06042,575.86
8.600736,580.6481
8.840253,583.9793
8.960641,585.4568
9.120728,586.62054
9.241956,587.8618
9.549729,589.3321
9.874692,591.3812
10.035177,593.2684
10.609251,596.1976
10.9082775,598.8973
11.137743,600.84814
11.410819,602.8146
11.505264,604.292
11.596233,605.0731
11.740486,606.0948
14.33172,618.07227
15.456472,630.8027
16.39281,636.3586
19.813072,648.8788
20.529583,658.4921
21.572662,663.2748
22.844803,668.6671
23.909872,673.422
24.813147,677.1125
26.078299,681.65125
26.964012,685.6484
28.19824,689.5039
28.504385,696.4415
28.657934,718.7181
28.750551,699.94574
28.853472,698.5208
28.966516,702.83673
33.440533,724.34326
36.35923,735.0184
39.277905,735.02405
43.737434,760.9417
48.192932,761.6299
49.317684,800.0672
52.222378,881.81384
55.12672,881.9198
57.835087,900.0
60.543453,900.0
63.557903,900.0
66.79632,900.0
70.27362,900.0
74.00476,900.0
78.00465,900.0
82.28823,900.0
86.87042,900.0
89.3183,900.0
91.766174,900.0
94.37829,900.0
96.9904,900.0
99.73036,900.0
102.558044,900.0
105.4753,900.0
108.484024,900.0
