depth,snic
0.098194815,0.0056746327
0.15953732,0.0
0.22087981,0.0
0.2822223,0.0
0.3435648,0.0
0.4049073,0.0
0.4662498,0.0
0.5275923,0.0
0.5889348,0.0
0.65027726,0.0
0.7116198,0.0
0.7729623,0.0
0.83430475,0.0
0.8956473,0.0
0.95698977,0.0
1.0183322,0.0
1.0796747,0.0
1.1614648,0.0
1.2432548,0.0
1.3250448,0.0
1.4068347,0.0
1.4886247,0.0
1.5704148,0.0
1.6522048,0.0
1.7339947,0.0
1.8157847,0.0
1.8975747,0.0
1.9793648,0.0
2.0611546,0.0
2.1429448,0.0
2.2247348,0.0
2.3065248,0.0
2.3883147,0.0
2.4701047,0.0
2.5723422,0.0
2.6745796,0.0
2.776817,0.0
2.8790545,0.0
2.9608448,0.0
3.0426347,0.0
3.1244247,0.0
3.2062147,0.0
3.2880046,0.0
3.3697946,0.0
3.4515846,0.0
3.5333745,0.0
3.6151645,0.0
3.6969547,0.0
3.7787447,0.0
3.8605347,0.0
3.9423246,0.0
4.0241146,0.0
4.1059046,0.0
4.1876945,0.0
4.2694845,0.0
4.3512745,0.0
4.4330645,0.0
4.5148544,0.0
4.6784344,0.0
4.842015,0.0
5.0055947,0.0
5.1691747,0.0
5.3327546,0.0
5.4963346,0.0
5.6599145,0.0
5.9870744,0.0
6.3142343,0.0
6.6413946,0.0
6.9685545,0.0
7.2957144,0.0
7.9500346,0.0
8.604354,0.0
9.186694,0.0
9.769034,0.0
10.351374,0.0
10.933714,0.0
12.137588,0.0
13.34146,0.0
14.585461,0.0
15.829461,0.0
17.114521,0.0
18.399582,0.0
21.05369,0.0
23.79365,0.0
26.621328,0.0
28.83214,0.0
31.042952,0.0
33.183796,1.25
35.324642,1.25
38.101974,2.5
40.879307,2.5
43.65664,2.5
46.43397,2.5
49.211304,2.5
51.988636,2.5
54.76597,2.5
57.543297,2.5
60.32063,2.5
63.09796,2.5
65.8753,2.5
