depth,density_bulk
0.16380216,319.16217
0.3188764,322.7151
0.47159997,329.45596
0.6202499,336.96732
0.76633686,343.47815
0.9097143,348.68857
1.0509958,353.926
1.1901091,359.80627
1.3270386,365.17035
1.4617771,371.149
1.5951272,377.01627
1.7266191,381.945
1.8560438,387.0115
1.9836222,391.88654
2.2309246,399.06305
2.3986206,406.8216
2.5200334,411.76355
2.6402574,415.924
2.7603247,420.0599
2.8789558,423.932
2.9958687,427.70312
3.111912,431.3116
3.2271183,434.74765
3.3413053,438.07062
3.454734,441.15402
3.567382,444.02975
3.6793764,446.93472
3.7906518,449.78662
3.9036546,454.87653
4.0136027,455.41364
4.123415,458.1555
4.231951,460.85434
4.3402624,463.4259
4.447695,465.8486
4.554631,468.20602
4.6610966,470.55872
4.766834,472.82556
4.8725333,475.11108
4.9777865,477.3649
5.0822372,479.4949
5.1860514,481.60895
5.289424,483.67993
8.347302,511.41428
9.387872,541.7556
9.478821,549.6734
9.569345,552.24225
9.659358,555.38995
9.748602,560.1746
9.837705,561.05853
9.926669,561.9303
10.103343,565.9267
10.192303,561.9601
10.281123,562.8427
10.369806,563.71484
10.458354,564.5769
10.544375,581.1572
10.893078,573.4632
10.981354,566.3158
11.332466,569.526
11.420031,570.91583
11.507363,572.4338
12.095749,589.8529
12.727532,583.0729
13.608856,594.6462
13.877733,594.2789
14.805434,602.2298
15.942911,608.48596
17.31864,614.4512
18.355846,635.3637
18.91988,639.29193
19.525461,631.5091
20.142588,656.4949
20.815363,637.26166
21.515623,647.2241
22.237524,663.01764
22.990854,670.3193
23.751276,699.9561
26.238901,711.6251
27.20867,671.5435
28.22029,675.6774
29.276812,678.51166
30.389261,675.32526
31.511375,701.1333
32.729595,675.8536
33.946785,707.39984
43.29022,734.1248
48.733593,741.90845
52.1068,804.28033
57.546043,818.4306
61.504517,819.0334
65.50433,869.36066
72.20647,848.4226
77.02846,855.2443
82.13512,862.8288
84.86549,847.17474
87.58374,878.76526
90.50991,842.7282
93.337585,900.0
96.309685,883.39545
99.384865,880.54944
