depth,dgrain
0.15788057,0.48879153
0.31378263,0.72344667
0.4680182,0.85654044
0.6208075,0.92336696
0.7717437,0.9573998
0.92051816,1.0311391
1.0676934,1.1124856
1.2129371,1.1466047
1.3564179,1.1873567
1.4979078,1.2298096
1.6376494,1.2792002
1.7759933,1.3212755
1.9125496,1.3619055
2.0472686,1.3878528
2.180723,1.4363668
2.313387,1.4554083
2.444511,1.470418
2.574645,1.4994204
2.702742,1.5314684
2.829746,1.5609292
2.955744,1.5820259
3.0807116,1.6095008
3.2045646,1.6273752
3.3275824,1.6462088
3.4496527,1.6630845
3.5713928,1.6819609
3.6917467,1.6952122
3.8112211,1.7369874
3.9305642,1.7547823
4.048481,1.7697355
4.166047,1.7854162
4.2825284,1.8218114
4.3985887,1.8361582
4.5137763,1.8563311
4.6282406,1.8856444
4.7422132,1.9029917
4.8554873,1.9173189
4.968232,1.9446113
5.080382,1.9628258
5.1920137,1.9767748
5.3032084,1.9925859
5.413824,2.014495
5.524064,2.0262525
5.6337066,2.0383906
5.7432485,2.0490313
5.852025,2.0687265
5.9603057,2.0887399
6.0681787,2.100913
6.1756783,2.107347
6.282686,2.1237662
6.389431,2.1445568
6.4956408,2.153823
6.6015806,2.165778
6.707111,2.178981
6.812203,2.1946785
6.917015,2.2098966
7.021436,2.2247536
7.125477,2.2341201
7.229235,2.2538056
7.3330064,2.2617013
7.436166,2.267958
7.5393696,2.2803292
7.6418476,2.2942464
7.7439637,2.3075175
7.947255,2.319968
8.048503,2.3389912
8.149586,2.348178
8.250341,2.3565276
8.351689,2.3660088
8.451845,2.3727703
13.014465,2.6300497
13.827646,2.8795779
13.917326,2.9206762
14.006667,2.933884
14.0956955,2.9400907
14.184332,2.9406095
14.973585,2.9775527
15.058954,3.0682998
16.013481,3.1732183
18.829306,3.3391464
21.618216,3.3391464
22.0691,3.363816
23.02068,3.363816
23.521004,3.363816
24.071112,3.363816
24.62852,3.363816
25.234358,3.363816
25.862022,3.363816
26.46062,3.363816
29.40239,3.363816
30.205393,3.363816
30.999853,3.363816
33.756554,3.363816
35.726917,3.363816
44.95209,3.363816
53.274097,3.363816
61.36054,3.363816
68.603615,3.363816
76.61619,3.363816
80.955315,3.363816
