depth,T_ice
0.066198386,0.0
0.15299001,0.005493164
0.23978163,-0.43792725
0.32657325,-0.7628174
0.4133649,-1.0831604
0.5001565,-1.3975525
0.58694816,-1.704773
0.67373973,-2.0038147
0.76053137,-2.2939148
0.847323,-2.5744934
0.93411463,-2.8451233
1.0209062,-3.1056824
1.1076978,-3.356018
1.1944895,-3.596283
1.2812811,-3.8265991
1.3680727,-4.0472107
1.4548644,-4.2583923
1.541656,-4.460449
1.6284477,-4.653778
1.7152393,-4.838684
1.8020308,-5.015503
1.8888224,-5.1845703
1.9756141,-5.3461914
2.0624058,-5.500702
2.1491973,-5.6483765
2.2359889,-5.7894897
2.3227806,-5.9243164
2.4095721,-6.05307
2.4963639,-6.176056
2.5831554,-6.293396
2.6699471,-6.405365
2.7567387,-6.5121765
2.8435304,-6.6139526
2.930322,-6.710907
3.0171137,-6.803192
3.1039052,-6.890991
3.1906967,-6.9744263
3.2774885,-7.0536804
3.36428,-7.1288757
3.4510717,-7.200165
3.5378633,-7.267639
3.624655,-7.3314514
3.7114465,-7.3917236
3.7982383,-7.448578
3.8850298,-7.502136
3.9718215,-7.55249
4.058613,-7.599762
4.145405,-7.644043
4.2321963,-7.6854553
4.318988,-7.7240906
4.4057794,-7.760071
4.4925714,-7.7934875
4.579363,-7.824402
4.6661544,-7.852936
4.752946,-7.879181
4.839738,-7.9032288
4.9265294,-7.9251404
5.013321,-7.945038
5.1001124,-7.9629517
5.186904,-7.979004
5.273696,-7.9932556
5.3604875,-8.005798
5.447279,-8.016663
5.5340705,-8.02597
5.6208625,-8.033752
5.707654,-8.04007
5.7944455,-8.045013
5.881237,-8.048645
5.9680285,-8.051025
6.0548205,-8.052185
6.141612,-8.052185
6.2284036,-8.051117
6.315195,-8.049011
6.401987,-8.045898
6.4887786,-8.04184
6.57557,-8.036896
6.6623616,-8.031097
6.835945,-8.02121
7.009528,-8.005005
7.1831117,-7.986145
7.3566947,-7.964905
7.530278,-7.941559
7.703861,-7.916382
8.051027,-7.876129
8.398194,-7.8171997
8.74536,-7.7545166
9.092527,-7.6893616
9.439693,-7.622711
9.78686,-7.55542
10.481194,-7.454376
11.175527,-7.3223267
11.869859,-7.195801
12.564192,-7.076599
13.258525,-6.96521
14.647191,-6.80954
16.035856,-6.6282043
17.424522,-6.4669495
18.813189,-6.3201904
20.896189,-6.148468
22.979187,-5.950897
