depth,T_ice
0.06849705,0.0
0.1390099,0.0
0.22580151,0.0054016113
0.31259313,-0.18792725
0.39938477,-0.26651
0.48617637,-0.3435669
0.572968,-0.41860962
0.65975964,-0.49139404
0.7465513,-0.561676
0.83334285,-0.62924194
0.9201345,-0.69400024
1.0069262,-0.7559204
1.0937177,-0.8149719
1.1805093,-0.8711548
1.267301,-0.92459106
1.3540926,-0.9753418
1.4408842,-1.023468
1.5276759,-1.0691528
1.6144675,-1.1124573
1.7012591,-1.1535339
1.7880508,-1.1924744
1.8748424,-1.2294006
1.9616339,-1.2644348
2.0484257,-1.2976685
2.1352172,-1.3292236
2.222009,-1.3591614
2.3088005,-1.3876038
2.3955922,-1.4145813
2.4606857,-1.4370117
2.5257795,-1.4555054
2.5908732,-1.4732971
2.655967,-1.4904175
2.7427585,-1.509613
2.8295503,-1.530426
2.9163418,-1.5502014
3.0031335,-1.5689392
3.089925,-1.586731
3.1767168,-1.6035461
3.2635083,-1.6195068
3.328602,-1.6326904
3.3936958,-1.6435242
3.4587896,-1.6539001
3.523883,-1.6638184
3.6106749,-1.6748962
3.6974664,-1.6868286
3.7842581,-1.6980286
3.8710496,-1.7085266
3.9578414,-1.7183533
4.044633,-1.7275391
4.1314244,-1.736084
4.2182164,-1.7440186
4.305008,-1.7513733
4.3917994,-1.7581482
4.478591,-1.7644043
4.5653825,-1.7701111
4.6521745,-1.7752991
4.738966,-1.7799988
4.8257575,-1.7842407
4.912549,-1.7879944
4.999341,-1.7913208
5.0861325,-1.7941895
5.172924,-1.7966919
5.2597156,-1.7987671
5.346507,-1.8004761
5.433299,-1.8018188
5.5200906,-1.8027954
5.606882,-1.8034363
5.6936736,-1.8037415
5.7804656,-1.803772
5.867257,-1.8034668
5.9540486,-1.802887
6.04084,-1.8020325
6.1276317,-1.8009033
6.301215,-1.7988586
6.474798,-1.795166
6.6483817,-1.7906189
6.8219647,-1.7852783
6.9955482,-1.7792664
7.342715,-1.7692871
7.6898813,-1.7539062
8.037047,-1.7369385
8.384214,-1.7189026
8.73138,-1.7003479
9.0785475,-1.6816711
9.425714,-1.6630859
10.120047,-1.6355286
10.81438,-1.6005554
11.508713,-1.5693359
12.203046,-1.5429077
12.897379,-1.5217896
13.591711,-1.506012
14.980377,-1.489502
16.369043,-1.4828491
17.75771,-1.487915
19.146376,-1.5005188
20.535042,-1.5167542
21.923708,-1.5341492
24.701038,-1.5621338
27.47837,-1.5965576
30.255703,-1.6257935
