depth,rhofirn
0.10888084,327.2162
0.19567247,900.0
0.2824641,900.0
0.36925572,900.0
0.45604733,900.0
0.54283893,900.0
0.62963057,900.0
0.7164222,900.0
0.80321383,900.0
0.89000547,900.0
0.9767971,900.0
1.0635887,900.0
1.1503804,900.0
1.2371719,900.0
1.3239635,900.0
1.4107552,900.0
1.4975468,900.0
1.5843384,900.0
1.6711301,900.0
1.7579217,900.0
1.8447133,900.0
1.931505,900.0
2.0182965,900.0
2.1050882,900.0
2.1918797,900.0
2.2786715,900.0
2.365463,900.0
2.4522548,900.0
2.5390463,900.0
2.6258378,900.0
2.7126296,900.0
2.799421,900.0
2.8862128,900.0
2.9730043,900.0
3.059796,900.0
3.1465876,900.0
3.2333794,900.0
3.3201709,900.0
3.4069626,900.0
3.4937541,900.0
3.5805457,900.0
3.6673374,900.0
3.754129,900.0
3.8409207,900.0
3.9277122,900.0
4.014504,900.0
4.1012955,900.0
4.188087,900.0
4.274879,900.0
4.3616705,900.0
4.448462,900.0
4.5352535,900.0
4.622045,900.0
4.708837,900.0
4.7956285,900.0
4.88242,900.0
4.9692116,900.0
5.0560036,900.0
5.142795,900.0
5.2295866,900.0
5.316378,900.0
5.4031696,900.0
5.4899616,900.0
5.576753,900.0
5.750336,900.0
5.9239197,900.0
6.0975027,900.0
6.271086,900.0
6.4446692,900.0
6.6182528,900.0
6.9654193,900.0
7.3125854,900.0
7.659752,900.0
8.006919,900.0
8.354085,900.0
8.701252,900.0
9.395584,900.0
10.089917,900.0
10.78425,900.0
11.478583,900.0
12.172916,900.0
12.8672495,900.0
13.908749,900.0
14.950249,900.0
15.991748,900.0
17.033247,900.0
18.421913,900.0
20.504911,900.0
22.587912,900.0
25.365244,900.0
28.142574,900.0
30.919907,900.0
33.69724,900.0
36.47457,900.0
39.251904,900.0
42.029236,900.0
44.80657,900.0
47.5839,900.0
50.36123,900.0
53.13856,900.0
