depth,T_ice
0.06312595,0.0
0.14991757,0.0051574707
0.2367092,-0.4203186
0.3235008,-0.7316284
0.41029245,-1.0353088
0.49708408,-1.3299255
0.5838757,-1.6149292
0.6706673,-1.8904419
0.7574589,-2.1567993
0.84425056,-2.4142456
0.9310422,-2.663025
1.0178338,-2.9031067
1.1046255,-3.134491
1.1914171,-3.3570557
1.2782087,-3.5708313
1.3650002,-3.7758179
1.4517919,-3.9721375
1.5385835,-4.1599426
1.6253752,-4.3394775
1.7121668,-4.511017
1.7989584,-4.6748047
1.88575,-4.8312073
1.9725417,-4.980438
2.0593333,-5.122864
2.1461248,-5.258728
2.2329166,-5.3883057
2.319708,-5.511841
2.4064999,-5.6295776
2.4932914,-5.741791
2.5800831,-5.848633
2.6668746,-5.950348
2.7536662,-6.047119
2.840458,-6.139099
2.9272494,-6.2265015
3.0140412,-6.3094788
3.1008327,-6.388153
3.1876245,-6.462738
3.274416,-6.5332947
3.3612077,-6.600006
3.4479992,-6.6629944
3.534791,-6.7223816
3.6215825,-6.77829
3.708374,-6.8308716
3.7951658,-6.880188
3.8819573,-6.9263916
3.968749,-6.969574
4.0555406,-7.0098267
4.142332,-7.0473022
4.229124,-7.0820923
4.3159156,-7.114258
4.402707,-7.143921
4.4894986,-7.1712036
4.57629,-7.196167
4.663082,-7.2189026
4.7498736,-7.2395325
4.836665,-7.258087
4.9234567,-7.274719
5.0102487,-7.289459
5.09704,-7.302429
5.1838317,-7.3136597
5.270623,-7.3232727
5.357415,-7.3313293
5.530998,-7.341156
5.7045813,-7.3487244
5.878165,-7.3512573
6.051748,-7.3492737
6.2253313,-7.34317
6.3989143,-7.333435
6.746081,-7.3138733
7.0932474,-7.2768555
7.440414,-7.2313538
7.7875805,-7.1794434
8.134747,-7.122864
8.481914,-7.063019
9.176247,-6.9701843
9.87058,-6.843933
10.564913,-6.7201843
11.259245,-6.6012573
11.953578,-6.484436
12.647911,-6.3673096
13.342244,-6.313385
14.73091,-6.167633
16.119576,-6.017761
17.508242,-5.892029
18.896908,-5.7839966
20.285574,-5.6896057
23.062906,-5.5632935
25.840239,-5.4228516
28.61757,-5.3075256
31.394901,-5.2136536
34.172234,-5.137451
36.949566,-5.075775
39.7269,-5.0259705
42.50423,-4.9858704
45.281563,-4.953644
48.058895,-4.9277954
50.836227,-4.906952
53.613556,-4.8899536
56.39089,-4.875763
59.16822,-4.863373
