depth,density_bulk
0.15885313,315.32208
0.3679579,336.67563
0.5257422,324.593
0.67881286,327.68808
0.82919496,332.68234
0.97781026,337.2776
1.1246554,340.64334
1.2703747,343.17422
1.415432,345.30872
1.5601438,347.45132
1.703126,349.9016
1.8451072,352.83743
1.985398,356.81778
2.1235955,361.7576
2.2601624,366.36734
2.3957145,370.264
2.5294929,373.69623
2.662491,376.8992
2.9224327,383.6782
3.0513465,388.50882
3.1788855,392.1856
3.3053691,395.51117
3.4309487,398.68588
3.6312401,418.55292
3.7662432,409.22058
3.8875582,412.26505
4.0085015,415.44125
4.128058,418.30566
4.247546,420.93143
4.366318,423.39948
4.483985,425.7577
4.601834,428.049
4.718137,430.31854
4.906216,433.83957
5.0208917,436.74167
5.1350203,439.03326
5.2492847,441.18124
5.3628683,443.2155
5.475335,445.17392
5.5872197,447.1084
5.699765,449.06653
5.810585,451.10995
5.921451,453.14523
6.031854,455.08246
6.141415,456.90176
6.250471,458.6209
6.3596845,460.265
6.468139,461.84988
6.5766745,463.38953
6.684803,464.89526
6.792066,466.38174
6.949382,488.89587
7.0557923,470.49783
7.161815,472.10165
7.2674394,473.62778
7.3731837,475.08142
7.4782925,476.48083
7.5829816,477.87296
7.68747,479.28537
7.7920957,480.73077
7.895891,482.153
22.808075,549.5936
22.93325,614.26843
24.394655,599.8274
24.559261,608.9885
24.642057,604.0156
24.973482,604.9216
25.221876,606.17236
25.46893,607.2518
26.289122,609.51636
26.45261,611.56335
26.697506,612.40625
26.942003,613.40515
27.26739,614.55707
27.830448,616.38556
28.255964,618.31177
29.525545,621.5735
30.76058,626.402
32.36398,637.6775
34.419983,641.85266
37.00143,646.74176
38.512947,650.73987
40.184692,653.67456
42.026688,656.7555
44.049156,659.9716
54.85852,684.64087
58.51997,699.55804
65.2528,724.073
68.92627,738.5394
72.86703,739.5966
76.90412,775.20526
81.233185,775.6931
85.6518,814.7116
90.38206,815.01385
95.44023,815.3093
100.604,853.28735
104.76666,860.9588
108.929146,860.99615
114.90839,864.73346
118.03964,864.7797
