depth,rhofirn
0.076600425,893.67706
0.15681489,893.7423
0.2589032,900.0
0.36099154,900.0
0.4375578,900.0
0.51412404,900.0
0.59069026,900.0
0.6672565,900.0
0.7693448,900.0
0.87143314,900.0
0.9824188,900.0
1.0934044,900.0
1.2043902,900.0
1.3153758,900.0
1.4263614,900.0
1.5373471,900.0
1.6483327,900.0
1.7593184,900.0
1.870304,900.0
1.9812897,900.0
2.0922754,900.0
2.203261,900.0
2.3142467,900.0
2.4252324,900.0
2.536218,900.0
2.6472037,900.0
2.704065,900.0
2.7609267,900.0
2.8177881,900.0
2.8746498,900.0
2.9315114,900.0
2.9883728,900.0
3.0452344,900.0
3.1020958,900.0
3.1589575,900.0
3.215819,900.0
3.2726805,900.0
3.329542,900.0
3.3864036,900.0
3.4432652,900.0
3.5001266,900.0
3.5569882,900.0
3.6138496,900.0
3.6707113,900.0
3.7275727,900.0
3.7844343,900.0
3.8412957,900.0
3.8981574,900.0
3.9550188,900.0
4.0118804,900.0
4.068742,900.0
4.1256037,900.0
4.182465,900.0
4.2393265,900.0
4.296188,900.0
4.3530498,900.0
4.409911,900.0
4.4667726,900.0
4.5252595,900.0
4.583746,900.0
4.7007194,900.0
4.8176928,900.0
4.934666,900.0
5.0516396,900.0
5.168613,900.0
5.2855864,900.0
5.4025598,900.0
5.6365066,900.0
5.8704534,900.0
6.1044006,900.0
6.3383474,900.0
6.579391,900.0
6.8204346,900.0
7.302522,900.0
7.78461,900.0
8.266697,900.0
8.763714,900.0
9.260731,900.0
9.757747,900.0
10.254764,900.0
11.248796,900.0
12.24283,900.0
13.298772,900.0
14.354713,900.0
15.74338,900.0
17.132046,900.0
18.520712,900.0
19.909376,900.0
21.298042,900.0
22.686708,900.0
24.075375,900.0
25.46404,900.0
28.241373,900.0
31.018705,900.0
33.796036,900.0
36.573368,900.0
39.3507,900.0
42.128033,900.0
44.905365,900.0
47.682697,900.0
