depth,snowc
0.0807678,0.0003574577
0.16755943,0.0
0.25435105,0.0
0.34114268,0.0
0.4279343,0.0
0.5147259,0.0
0.60151756,0.0
0.6883092,0.0
0.77510077,0.0
0.8618924,0.0
0.94868404,0.0
1.0354756,0.0
1.1222672,0.0
1.2090589,0.0
1.2958505,0.0
1.3826421,0.0
1.4694338,0.0
1.5562254,0.0
1.643017,0.0
1.7298087,0.0
1.8166003,0.0
1.9033918,0.0
1.9901835,0.0
2.076975,0.0
2.1637669,0.0
2.2505584,0.0
2.33735,0.0
2.4241416,0.0
2.5109332,0.0
2.597725,0.0
2.6845164,0.0
2.7713082,0.0
2.8580997,0.0
2.9448915,0.0
3.031683,0.0
3.1184747,0.0
3.2052662,0.0
3.2920578,0.0
3.3788495,0.0
3.465641,0.0
3.5524328,0.0
3.6392243,0.0
3.726016,0.0
3.8128076,0.0
3.8995993,0.0
3.9863908,0.0
4.0731826,0.0
4.159974,0.0
4.2467656,0.0
4.333557,0.0
4.420349,0.0
4.5071406,0.0
4.593932,0.0
4.6807237,0.0
4.7675157,0.0
4.854307,0.0
4.9410987,0.0
5.1146817,0.0
5.288265,0.0
5.4618483,0.0
5.635432,0.0
5.809015,0.0
5.9825983,0.0
6.1561813,0.0
6.503348,0.0
6.8505144,0.0
7.197681,0.0
7.5448475,0.0
7.892014,0.0
8.586347,0.0
9.28068,0.0
9.975013,0.0
10.669346,0.0
11.363679,0.0
12.058012,0.0
13.446678,0.0
14.835343,0.0
16.22401,0.0
17.612677,0.0
19.00134,0.0
20.390007,0.0
21.778673,0.0
24.556005,0.0
27.333338,0.0
30.11067,0.0
32.888,0.0
35.665333,0.0
38.442665,0.0
41.219997,0.0
43.99733,0.0
46.774662,0.0
49.551994,0.0
52.329327,0.0
55.106655,0.0
57.883987,0.0
60.66132,0.0
63.438652,0.0
66.21599,0.0
68.99332,0.0
71.770645,0.0
