depth,dgrain
0.076600425,3.3514943
0.15681489,3.3516235
0.2589032,3.363816
0.36099154,3.363816
0.4375578,3.363816
0.51412404,3.363816
0.59069026,3.363816
0.6672565,3.363816
0.7693448,3.363816
0.87143314,3.363816
0.9824188,3.363816
1.0934044,3.363816
1.2043902,3.363816
1.3153758,3.363816
1.4263614,3.363816
1.5373471,3.363816
1.6483327,3.363816
1.7593184,3.363816
1.870304,3.363816
1.9812897,3.363816
2.0922754,3.363816
2.203261,3.363816
2.3142467,3.363816
2.4252324,3.363816
2.536218,3.363816
2.6472037,3.363816
2.704065,3.363816
2.7609267,3.363816
2.8177881,3.363816
2.8746498,3.363816
2.9315114,3.363816
2.9883728,3.363816
3.0452344,3.363816
3.1020958,3.363816
3.1589575,3.363816
3.215819,3.363816
3.2726805,3.363816
3.329542,3.363816
3.3864036,3.363816
3.4432652,3.363816
3.5001266,3.363816
3.5569882,3.363816
3.6138496,3.363816
3.6707113,3.363816
3.7275727,3.363816
3.7844343,3.363816
3.8412957,3.363816
3.8981574,3.363816
3.9550188,3.363816
4.0118804,3.363816
4.068742,3.363816
4.1256037,3.363816
4.182465,3.363816
4.2393265,3.363816
4.296188,3.363816
4.3530498,3.363816
4.409911,3.363816
4.4667726,3.363816
4.5252595,3.363816
4.583746,3.363816
4.7007194,3.363816
4.8176928,3.363816
4.934666,3.363816
5.0516396,3.363816
5.168613,3.363816
5.2855864,3.363816
5.4025598,3.363816
5.6365066,3.363816
5.8704534,3.363816
6.1044006,3.363816
6.3383474,3.363816
6.579391,3.363816
6.8204346,3.363816
7.302522,3.363816
7.78461,3.363816
8.266697,3.363816
8.763714,3.363816
9.260731,3.363816
9.757747,3.363816
10.254764,3.363816
11.248796,3.363816
12.24283,3.363816
13.298772,3.363816
14.354713,3.363816
15.74338,1.7903274
17.132046,1.7903274
18.520712,1.7903274
19.909376,1.7903274
21.298042,1.7903274
22.686708,1.7903274
24.075375,1.7903274
25.46404,1.7903274
28.241373,1.7903274
31.018705,1.7903274
33.796036,1.7903274
36.573368,1.7903274
39.3507,1.7903274
42.128033,1.7903274
44.905365,1.7903274
47.682697,1.7903274
