depth,T_ice
0.30337912,-3.1445312
0.45379668,-8.708405
0.60188895,-9.934174
0.747489,-10.324524
0.891603,-10.681488
1.0344824,-11.136505
1.176903,-11.642975
1.3184268,-12.153534
1.45865,-12.64566
1.5970725,-13.11319
2.1466603,-14.078064
2.2824597,-14.932617
2.4097893,-15.257599
2.5367422,-15.563873
2.662096,-15.853119
2.7862966,-16.124817
2.909805,-16.380402
3.0324962,-16.620636
3.1542659,-16.845703
3.278132,-17.058655
3.398497,-17.25737
3.587541,-17.454956
3.7248864,-17.626175
3.8641243,-17.764984
3.9969835,-17.88884
4.246598,-18.053589
4.359848,-18.190582
4.577818,-18.300598
4.7377024,-18.40564
4.8482056,-18.4758
4.957849,-18.527985
5.067136,-18.574936
5.175928,-18.617065
5.2850094,-18.65483
5.393314,-18.68843
5.501047,-18.718033
5.608319,-18.743973
5.977159,-18.7928
6.095098,-18.82013
6.2097964,-18.829605
6.6626596,-18.846329
6.8685527,-18.842285
7.064057,-18.83464
7.1662602,-18.825912
7.268333,-18.818802
7.370605,-18.810867
7.472054,-18.802185
7.5728707,-18.792892
7.6746216,-18.78302
7.774912,-18.77266
7.875026,-18.761948
7.9759965,-18.75084
8.076384,-18.739395
8.176357,-18.727753
8.275983,-18.715973
8.608392,-18.693497
8.7073765,-18.670486
8.805437,-18.658554
8.903108,-18.646698
9.282102,-18.619537
9.37905,-18.593338
9.47556,-18.582397
9.571992,-18.57167
9.66835,-18.561142
9.765048,-18.550812
9.86087,-18.540726
10.177784,-18.52005
10.273355,-18.500946
10.368306,-18.492233
10.463082,-18.48381
10.557872,-18.475632
10.652617,-18.467697
10.746869,-18.460037
10.853598,-18.452484
10.947706,-18.44522
11.041488,-18.438385
11.135103,-18.431808
11.228901,-18.425446
11.322789,-18.419327
11.603739,-18.407562
11.726136,-18.396393
11.97973,-18.387146
12.624268,-18.366745
12.807781,-18.352615
12.995754,-18.347168
13.631301,-18.336105
14.206029,-18.325134
15.10556,-18.315964
15.482401,-18.311874
21.701096,-18.297867
27.856903,-18.196304
31.701397,-18.065018
35.09111,-17.95961
58.30243,-17.578598
61.82931,-17.339539
65.9636,-17.287704
70.09357,-17.244934
85.37138,-17.174149
95.52349,-17.168427
97.699356,-17.176071
