depth,snic
0.15834253,0.0
0.31503025,0.0
0.46986273,0.0
0.62323576,0.0
0.77530295,0.0
0.9253062,0.0
1.0736476,0.0
1.2201113,0.0
1.3650934,0.0
1.508273,0.0
1.6494758,0.0
1.7892219,0.0
1.9273244,0.0
2.064184,0.0
2.1989205,0.0
2.3322556,0.0
2.4643018,0.0
2.5953178,0.0
2.7251916,0.0
2.8536103,0.0
2.980915,0.0
3.1071765,0.0
3.2323737,0.0
3.3566267,0.0
3.480595,0.0
3.603163,0.0
3.7248936,0.0
3.8457243,0.0
3.9658225,0.0
4.08511,0.0
4.20371,0.0
4.321526,0.0
4.4386883,0.0
4.670884,0.0
4.786085,0.0
4.9007044,0.0
5.014899,0.0
5.1285577,0.0
5.241733,0.0
5.354215,0.0
5.4661555,0.0
5.577636,0.0
5.6886406,0.0
5.799235,0.0
5.9095526,0.0
6.0193634,0.0
6.1285796,0.0
6.2374854,0.0
6.345902,0.0
6.453982,0.0
6.5620036,0.0
6.6693463,0.0
6.776278,0.0
6.8828554,0.0
6.9890084,0.0
7.0951614,0.0
7.201334,0.0
7.306579,0.0
7.4113855,0.0
7.516012,0.0
7.6203737,0.0
7.7245417,0.0
7.8281903,0.0
7.931652,0.0
8.034704,0.0
8.137517,0.0
8.239972,0.0
8.342343,0.0
8.444287,0.0
8.546042,0.0
8.6474695,0.0
8.748646,0.0
8.849654,0.0
16.462074,0.0
17.837223,0.0
18.826292,0.0
20.15468,0.0
21.87568,0.0
24.074663,0.0
25.362125,0.0
26.78526,0.0
28.339888,0.0
30.979,0.0
31.94654,0.0
32.935955,0.0
35.019157,0.0
38.53895,0.0
45.052345,0.0
51.56194,0.0
55.04243,0.0
58.57171,0.0
62.362034,0.0
66.28559,0.0
70.49493,0.0
74.84255,0.0
81.813416,0.0
89.3787,0.0
94.82484,0.0
100.628845,0.0
106.80628,0.0
