depth,rhofirn
0.15917692,315.36362
0.37225667,318.29346
0.56055534,323.70026
0.71278816,329.1165
0.86261487,334.12082
1.0107927,338.3561
1.1572344,341.46906
1.3028932,343.85068
1.4479157,345.8947
1.5922279,347.83994
1.7354249,349.9073
1.8774009,352.4273
2.0282187,356.14548
2.166864,361.08414
2.303652,365.7837
2.438988,369.79092
2.5729177,373.3132
2.705918,376.51886
2.837698,379.61017
3.0429864,384.11505
3.17203,389.3535
3.2992065,393.1749
3.4252806,396.54224
3.5504377,399.64597
3.6746795,402.6721
3.8857808,407.38632
4.1161942,413.76328
4.23593,418.38898
4.3550324,421.2143
4.4733186,423.7935
4.5906286,426.1855
4.7077794,428.44705
4.8239737,430.63394
4.93961,432.76724
5.0553403,434.9076
5.212898,437.6522
5.326736,440.42798
5.439728,442.6292
5.553233,444.7017
5.6651936,446.658
5.7774634,448.52438
5.8889527,450.3512
6.00018,452.172
6.110351,454.01007
6.2200193,455.92377
6.329388,457.84082
6.43822,459.67087
6.5480075,461.4116
6.656309,463.06744
6.7639093,464.64294
6.871344,466.16287
6.978522,467.64148
7.085152,469.0846
7.1916184,470.49902
7.2979865,471.90814
7.48208,474.04056
24.496546,552.1424
24.637257,607.1692
26.191431,611.18896
26.356201,615.2057
26.76308,616.51447
26.924982,617.8008
27.08709,618.533
27.167921,619.0833
27.329157,619.86273
27.409653,621.0476
27.650534,622.6168
27.810724,624.15204
28.131271,623.8335
28.210716,629.26733
28.529572,627.1419
28.6095,625.4573
29.008356,626.6928
29.087997,627.7174
29.568531,633.56934
30.143532,631.7231
30.290966,634.0809
31.008993,636.7817
31.224548,636.8579
32.248814,640.64844
34.35774,645.6289
34.7861,649.11444
35.703594,659.8438
36.19167,673.14655
36.719177,657.136
37.262264,672.7128
37.844845,660.4034
38.452274,666.4725
39.046032,716.6755
41.90438,673.113
42.691273,686.25934
43.478794,717.5813
46.17781,686.8802
57.26781,720.3532
61.415596,767.9373
65.561134,768.3541
76.41747,805.19244
80.866936,827.7991
88.87276,851.7562
93.20877,863.39655
