depth,snowc
0.24972269,0.07595283
0.43577567,0.0511675
0.57855374,0.05015658
0.71388173,0.050145123
0.84169,0.05050337
0.96827805,0.050194804
1.0950031,0.0502627
1.4452254,0.115266204
1.589271,0.050562073
1.7271296,0.05007393
2.0385492,0.093229204
2.1665857,0.050027464
2.2963164,0.050578397
2.7473705,0.114608735
2.9176419,0.056691565
3.0490258,0.050260276
3.1748822,0.050503492
3.3018682,0.050001465
3.5678618,0.10137087
3.814173,0.10221426
4.1034317,0.11174133
4.3423653,0.06121382
4.4786186,0.05036744
4.94875,0.20118988
5.6836514,0.32119226
5.9078474,0.100264214
6.0027676,0.05028087
6.095162,0.050157025
6.190915,0.0520674
6.2830977,0.050209932
6.37477,0.05001502
6.4664617,0.05010977
6.5579987,0.050110664
6.8211255,0.11321168
6.922547,0.050002534
7.022163,0.05038491
7.3285713,0.11322014
7.441058,0.050209098
7.5498285,0.050762266
7.7442513,0.08620113
7.8515563,0.04946485
7.9941716,0.048270397
10.116779,0.8987633
10.315958,0.10022271
10.40417,0.050642237
10.617965,0.11635511
10.749905,0.05081446
10.849147,0.051234413
10.941169,0.05004154
11.035401,0.051713318
11.127636,0.050219845
11.223593,0.050038617
11.521596,0.12336024
11.641829,0.050824773
11.756895,0.05021731
12.050331,0.08689067
12.28702,0.10034086
12.591731,0.094294384
12.804276,0.070159286
13.58364,0.35433426
13.847643,0.11172211
14.06945,0.061107334
14.297896,0.10051219
15.35429,0.52401006
15.716798,0.2026142
16.032076,0.20045607
19.475615,1.5937613
20.791222,0.73340493
21.824926,0.40469897
22.508343,0.30216134
23.237005,0.29128104
24.516394,0.6532147
25.374529,0.5107349
26.168951,0.40531662
26.967941,0.34380552
27.571527,0.30243722
28.054043,0.22375078
28.234362,0.055989735
32.986786,4.2778673
36.64485,3.2927904
40.30292,3.2927904
45.07675,4.297136
49.85058,4.297136
53.578846,3.3559783
57.307114,3.3559783
61.581093,3.8471992
65.940254,3.9238782
68.813934,2.586725
71.687614,2.586725
74.67429,2.6884434
77.66097,2.6884434
82.0556,3.9558
86.79271,4.26408
89.28071,2.23956
91.85083,2.31348
94.50494,2.38908
97.244896,2.46636
100.07257,2.54532
102.98984,2.62596
105.99856,2.70828
