depth,snic
0.056327973,0.04839913
0.1431196,0.078125
0.22991122,0.078125
0.31670284,0.078125
0.40349448,0.078125
0.49028608,0.078125
0.5770777,0.078125
0.6638693,0.078125
0.75066096,0.078125
0.8374526,0.078125
0.9242442,0.078125
1.0110358,0.078125
1.0978274,0.078125
1.1846191,0.078125
1.2714107,0.078125
1.3582023,0.078125
1.444994,0.078125
1.5317856,0.078125
1.6185772,0.078125
1.7053688,0.078125
1.7921604,0.078125
1.878952,0.078125
1.9657437,0.078125
2.0525353,0.078125
2.139327,0.078125
2.2261186,0.078125
2.31291,0.078125
2.3997018,0.078125
2.4864933,0.078125
2.573285,0.078125
2.6600766,0.078125
2.7468684,0.078125
2.83366,0.078125
2.9204516,0.078125
3.0072432,0.078125
3.0940347,0.078125
3.1808264,0.078125
3.267618,0.078125
3.3544097,0.078125
3.4412012,0.078125
3.527993,0.078125
3.6147845,0.078125
3.7015762,0.078125
3.7883677,0.078125
3.8751595,0.078125
3.961951,0.078125
4.048743,0.078125
4.1355343,0.078125
4.222326,0.078125
4.3091173,0.078125
4.3959093,0.078125
4.482701,0.078125
4.5694923,0.078125
4.656284,0.078125
4.743076,0.078125
4.8298674,0.078125
4.916659,0.078125
5.0034504,0.078125
5.090242,0.078125
5.177034,0.078125
5.2638254,0.078125
5.350617,0.078125
5.4374084,0.078125
5.5242004,0.078125
5.610992,0.078125
5.6977835,0.078125
5.784575,0.078125
5.8713665,0.078125
5.9581585,0.078125
6.04495,0.078125
6.1317415,0.078125
6.218533,0.078125
6.305325,0.078125
6.3921165,0.078125
6.478908,0.078125
6.5656996,0.078125
6.6524916,0.078125
6.8260746,0.15625
6.9996576,0.15625
7.173241,0.15625
7.346824,0.15625
7.5204077,0.15625
7.6939907,0.15625
8.041158,0.3125
8.388324,0.3125
8.73549,0.3125
9.082657,0.3125
9.429823,0.3125
9.77699,0.3125
10.471323,0.625
11.165656,0.625
11.859989,0.625
12.554321,0.625
13.248654,0.625
14.6373205,1.25
16.025986,1.25
17.414652,1.25
18.803318,1.25
20.886318,1.875
22.969316,1.875
