depth,T_ice
0.09123878,0.0
0.14947943,0.12625122
0.20772009,-0.45306396
0.26596072,-0.77279663
0.32420138,-1.0714417
0.38244203,-1.3443298
0.45524284,-1.6209412
0.5280437,-1.888855
0.61540467,-2.1489868
0.7027656,-2.4030457
0.79012656,-2.6422424
0.8483672,-2.8375244
0.90660787,-2.9934387
0.9648485,-3.1496887
1.0230892,-3.3063354
1.0834684,-3.4660034
1.1740372,-3.6686096
1.264606,-3.9088745
1.3249851,-4.1049805
1.3853644,-4.2591248
1.4457436,-4.4102173
1.5061227,-4.5579834
1.566502,-4.7023315
1.6570708,-4.878357
1.7476395,-5.081726
1.8236707,-5.2616577
1.899702,-5.4206543
1.9757332,-5.574585
2.0517642,-5.723694
2.1456764,-5.8851624
2.2395883,-6.0569763
2.3100224,-6.201782
2.3804564,-6.32251
2.4587164,-6.446533
2.5369763,-6.5732117
2.6152363,-6.6961975
2.6778443,-6.80365
2.7404523,-6.8969116
2.8030603,-6.9880066
2.8656683,-7.076935
2.9282763,-7.163788
2.9908843,-7.2485657
3.056985,-7.333618
3.1230855,-7.418762
3.1891859,-7.501648
3.2552865,-7.582367
3.3461747,-7.675659
3.4370627,-7.779602
3.4949007,-7.861389
3.5527387,-7.9233704
3.643627,-8.001038
3.734515,-8.092041
3.8254032,-8.179199
3.9162915,-8.262543
3.9823918,-8.331268
4.0484924,-8.387207
4.114593,-8.441193
4.1806936,-8.493256
4.2467937,-8.543457
4.3128943,-8.591766
4.378995,-8.638245
4.4450955,-8.682953
4.511196,-8.72583
4.5772963,-8.766998
4.643397,-8.806427
4.7094975,-8.844177
4.8416986,-8.898346
4.9738994,-8.964142
5.1061006,-9.023773
5.2481747,-9.079529
5.3902493,-9.130798
5.532324,-9.175964
5.674398,-9.2153015
5.958547,-9.266113
6.242696,-9.313812
6.5268445,-9.343903
6.810993,-9.358673
7.0951424,-9.360168
7.379291,-9.350342
7.9896374,-9.319885
8.599984,-9.245941
9.21033,-9.152039
9.820677,-9.047455
10.475656,-8.934021
11.130633,-8.811676
11.785611,-8.6831665
12.44059,-8.6258545
13.845031,-8.451141
14.880684,-8.289246
15.916337,-8.165558
17.987644,-7.9931335
19.35673,-7.817444
20.725815,-7.68161
23.194086,-7.4945374
25.91758,-7.246216
28.641073,-6.9913635
31.143631,-6.7512817
33.64619,-6.5219116
35.147724,-6.335663
36.649258,-6.1917114
