depth,snic
0.08513743,0.07587373
0.17192905,0.078125
0.25872067,0.078125
0.3455123,0.078125
0.4323039,0.078125
0.51909554,0.078125
0.6058872,0.078125
0.6926788,0.078125
0.7794704,0.078125
0.866262,0.078125
0.95305365,0.078125
1.0398452,0.078125
1.1266369,0.078125
1.2134285,0.078125
1.3002201,0.078125
1.3870118,0.078125
1.4738034,0.078125
1.560595,0.078125
1.6473867,0.078125
1.7341783,0.078125
1.8209699,0.078125
1.9077615,0.078125
1.9945531,0.078125
2.0813448,0.078125
2.1681364,0.078125
2.254928,0.078125
2.3417196,0.078125
2.4285111,0.078125
2.515303,0.078125
2.6020944,0.078125
2.6888862,0.078125
2.7756777,0.078125
2.8624694,0.078125
2.949261,0.078125
3.0360527,0.078125
3.1228442,0.078125
3.209636,0.078125
3.2964275,0.078125
3.383219,0.078125
3.4700108,0.078125
3.5568023,0.078125
3.643594,0.078125
3.7303855,0.078125
3.8171773,0.078125
3.9039688,0.078125
3.9907606,0.078125
4.0775523,0.078125
4.164344,0.078125
4.2511353,0.078125
4.337927,0.078125
4.4247184,0.078125
4.5115104,0.078125
4.598302,0.078125
4.6850934,0.078125
4.771885,0.078125
4.858677,0.078125
4.9454684,0.078125
5.03226,0.078125
5.1190515,0.078125
5.205843,0.078125
5.292635,0.078125
5.3794265,0.078125
5.466218,0.078125
5.5530095,0.078125
5.726593,0.15625
5.900176,0.15625
6.0737596,0.15625
6.2473426,0.15625
6.420926,0.15625
6.594509,0.15625
6.9416757,0.3125
7.288842,0.3125
7.6360087,0.3125
7.9831753,0.3125
8.330341,0.3125
8.677508,0.3125
9.371841,0.625
10.0661745,0.625
10.760507,0.625
11.45484,0.625
12.149173,0.625
12.843506,0.625
13.537839,0.625
14.926505,1.25
16.31517,1.25
17.703836,1.25
19.092503,1.25
20.481169,1.25
21.869835,1.25
24.647167,2.5
27.4245,2.5
30.20183,2.5
32.979164,2.5
35.756496,2.5
38.533825,2.5
41.311157,2.5
44.08849,2.5
46.86582,2.5
49.643154,2.5
52.420486,2.5
