depth,dgrain
0.06251641,0.2289445
0.14930804,2.5894942
0.23609966,2.5894942
0.3228913,2.5894942
0.4096829,2.5894942
0.49647453,2.5894942
0.58326614,2.5894942
0.6700578,2.5894942
0.7568494,2.5894942
0.84364104,2.5894942
0.9304327,2.5894942
1.0172243,2.5894942
1.104016,1.1797578
1.1908075,1.1797578
1.2775991,2.5894942
1.3643907,2.5894942
1.4511824,2.5894942
1.537974,2.5894942
1.6247656,2.5894942
1.7115573,2.5894942
1.7983489,2.5894942
1.8851405,2.5894942
1.9719322,2.5894942
2.0587237,2.5894942
2.1455154,2.5894942
2.232307,2.5894942
2.3190987,2.5894942
2.4058902,2.5894942
2.470984,1.1728462
2.5360777,1.1728462
2.6011715,1.1728462
2.666265,1.1728462
2.7530568,2.5894942
2.8398483,2.5894942
2.92664,2.5894942
3.0134315,2.5894942
3.1002233,2.5894942
3.1870148,2.5894942
3.2738066,2.5894942
3.360598,2.5894942
3.4473898,2.5894942
3.5341814,2.5894942
3.6209729,2.5894942
3.7077646,2.5894942
3.7945561,2.5894942
3.881348,2.5894942
3.9681394,2.5894942
4.054931,2.5894942
4.1417227,2.5894942
4.228514,2.5894942
4.315306,2.5894942
4.4020977,2.5894942
4.488889,2.5894942
4.5756807,2.5894942
4.6624722,2.5894942
4.7492642,2.5894942
4.8360558,2.5894942
4.9228473,2.5894942
5.009639,2.5894942
5.096431,2.5894942
5.1832223,2.5894942
5.270014,2.5894942
5.3568053,2.5894942
5.443597,2.5894942
5.530389,2.5894942
5.6171803,2.5894942
5.703972,2.5894942
5.7907634,2.5894942
5.964347,2.5894942
6.13793,2.5894942
6.3115134,2.5894942
6.4850965,2.5894942
6.65868,2.5894942
6.832263,2.5894942
7.1794295,2.5894942
7.526596,2.5894942
7.8737626,2.5894942
8.220929,2.5894942
8.568095,2.5894942
9.262428,2.5894942
9.956761,2.5894942
10.651094,2.5894942
11.3454275,2.5894942
12.039761,2.5894942
12.734094,2.0693512
13.428427,2.0693512
14.817092,2.0693512
16.20576,2.0693512
17.594425,2.0693512
18.98309,2.0693512
20.371756,2.0693512
23.149088,2.0693512
25.92642,2.0693512
28.703753,2.0693512
31.481085,2.0693512
34.258415,2.0693512
37.035748,2.0693512
39.81308,2.0693512
42.590412,2.0693512
45.367744,2.0693512
