depth,T_ice
0.10695917,-6.2304688
0.18883145,-4.3094482
0.2707037,-3.6741638
0.352576,-3.5826416
0.43444827,-3.733551
0.5163205,-3.9794312
0.5981928,-4.261017
0.6800651,-4.56073
0.7619374,-4.8763123
0.84380966,-5.20874
0.9256819,-5.557831
1.0075542,-5.9217224
1.0894265,-6.2975464
1.1712987,-6.682129
1.253171,-7.072418
1.3409486,-7.4800415
1.4287262,-7.9029236
1.5165037,-8.324799
1.6042813,-8.7439575
1.6920589,-9.159027
1.7798364,-9.568939
1.867614,-9.972809
1.9553916,-10.369873
2.0431693,-10.759613
2.1309469,-11.141602
2.2187243,-11.515472
2.3065019,-11.8810425
2.3942795,-12.238129
2.482057,-12.586639
2.5698347,-12.926483
2.6576123,-13.257629
2.7453897,-13.580109
2.8331673,-13.89386
2.920945,-14.198914
3.0087225,-14.4953
3.0965002,-14.783051
3.1842778,-15.062195
3.2720551,-15.332764
3.3598328,-15.594818
3.4476104,-15.848389
3.535388,-16.093567
3.6231656,-16.330383
3.7109432,-16.55893
3.7987206,-16.779297
3.8864982,-16.991547
3.9742758,-17.195816
4.0620537,-17.392166
4.158103,-17.589615
4.2541523,-17.786774
4.350202,-17.974915
4.4462514,-18.154205
4.5423007,-18.324844
4.6383505,-18.486984
4.7344,-18.640823
4.830449,-18.78656
4.926499,-18.924393
5.022548,-19.054504
5.1185975,-19.177124
5.2146473,-19.292435
5.3106966,-19.40065
5.406746,-19.501953
5.5027957,-19.596588
5.598845,-19.684723
5.6950994,-19.766663
5.791353,-19.84259
5.8876076,-19.912613
5.983862,-19.976913
6.080116,-20.03572
6.17637,-20.089203
6.2726245,-20.137558
6.3688784,-20.18097
6.4651327,-20.219635
6.561387,-20.253738
6.657641,-20.283447
6.7538953,-20.30893
6.9464035,-20.341095
7.1389117,-20.36879
7.3357196,-20.382751
7.532527,-20.383606
7.7293344,-20.372437
7.9261417,-20.350403
8.3197565,-20.302643
8.713372,-20.20581
9.12152,-20.080353
9.529669,-19.930649
9.937818,-19.765076
10.345966,-19.59056
10.768408,-19.411072
11.19085,-19.228455
12.035734,-18.946594
12.909326,-18.564224
13.782918,-18.198257
14.700344,-17.848984
15.617769,-17.51883
16.54259,-17.21286
17.46741,-16.92627
19.384792,-16.507416
21.302176,-15.969696
23.349957,-15.430664
25.46184,-14.872925
