depth,snic
0.06471014,0.011219929
0.1667146,0.0
0.23301749,0.0
0.2993204,0.0
0.4064251,0.0
0.5135298,0.0
0.5951333,0.0
0.6767369,0.0
0.7583405,0.0
0.839944,0.0
0.9215476,0.0
1.0031512,0.0
1.0847547,0.0
1.1663584,0.0
1.2509947,0.0
1.3356311,0.0
1.4452177,0.0
1.5548043,0.0
1.6643908,0.0
1.7739774,0.0
1.8616467,0.0
1.9493159,0.0
2.0369852,0.0
2.1246545,0.0
2.2123237,0.0
2.299993,0.0
2.3876622,0.0
2.4753315,0.0
2.5630007,0.0
2.65067,0.0
2.7383392,0.0
2.8260086,0.0
2.9136777,0.0
3.001347,0.0
3.067099,0.0
3.132851,0.0
3.198603,0.0
3.264355,0.0
3.3301067,0.0
3.3958588,0.0
3.5054452,0.0
3.615032,0.0
3.702701,0.0
3.7903705,0.0
3.8780396,0.0
3.965709,0.0
4.053378,0.0
4.1475797,0.0
4.241781,0.0
4.335983,0.0
4.4301844,0.0
4.524386,0.0
4.6185875,0.0
4.712789,0.0
4.8069906,0.0
4.901192,0.0
4.9953938,0.0
5.0895953,0.0
5.183797,0.0
5.2779984,0.0
5.3722,0.0
5.4664016,0.0
5.560603,0.0
5.654804,0.0
5.749006,0.0
5.937409,0.0
6.125812,0.0
6.314215,0.0
6.5026183,0.0
6.6910214,0.0
7.0678277,0.0
7.4371934,0.0
7.806559,0.0
8.175924,0.0
8.54529,0.0
9.0993395,0.0
9.653388,0.0
10.207437,0.0
10.761485,0.0
11.869582,0.0
12.977679,0.0
14.313397,0.0
15.6491165,0.0
17.136158,0.0
19.366718,0.0
21.597279,0.0
23.735817,0.0
25.893404,0.0
28.050993,0.0
30.380352,0.0
32.788097,0.0
35.2761,0.0
37.846222,0.0
40.500328,0.0
43.240288,0.0
46.067966,0.0
47.5266,0.0
48.985233,0.0
50.48959,0.0
51.99395,0.0
