depth,T_ice
0.1931536,-0.99121094
0.34771818,-3.7235107
0.50050414,-4.107483
0.6450201,-3.8456726
0.78999674,-3.739685
0.9255233,-3.9022827
1.06069,-4.252899
1.2020481,-4.7243958
1.4276373,-5.385193
1.5818069,-6.0961914
1.7207919,-6.6345825
1.8486781,-7.133606
1.9743856,-7.5949097
2.0984228,-8.0199585
2.2167764,-8.410614
2.336327,-8.769409
2.6637669,-9.353912
2.9372005,-9.936066
3.0663245,-10.23291
3.188002,-10.413208
3.4748325,-10.625366
3.6168063,-10.787445
3.753735,-10.892883
4.054378,-11.030823
4.287819,-11.160309
4.512835,-11.255157
4.6158066,-11.309387
5.9664063,-11.490662
6.082329,-11.501617
6.289401,-11.502502
6.3846416,-11.500946
6.4813128,-11.499329
6.5759597,-11.497253
6.671026,-11.494843
6.765179,-11.492126
6.859913,-11.489227
7.0499034,-11.484772
7.143663,-11.480194
7.272659,-11.477173
7.5911727,-11.472595
7.732673,-11.46936
7.8550434,-11.467804
7.98046,-11.466827
8.416031,-11.466064
9.149467,-11.475433
9.694301,-11.511261
9.873913,-11.544434
9.9814825,-11.559723
10.103358,-11.57019
10.232902,-11.5816345
10.347115,-11.594849
10.657874,-11.62085
10.836203,-11.655945
10.923547,-11.677246
11.010708,-11.69162
11.150857,-11.707123
11.351645,-11.731598
11.631869,-11.772583
11.813222,-11.814911
11.973859,-11.845398
12.090882,-11.868683
12.195792,-11.88797
12.291826,-11.906738
12.387989,-11.9253845
12.484492,-11.944061
12.576409,-11.9626465
12.669321,-11.981201
12.938182,-12.015839
13.063985,-12.051636
13.388419,-12.091766
13.650417,-12.14093
14.044922,-12.192749
14.471473,-12.265472
15.864821,-12.426483
16.641783,-12.612701
18.738775,-12.828552
21.551699,-13.110016
22.245768,-13.249115
23.298637,-13.305634
25.018034,-13.378326
25.980501,-13.434692
27.14983,-13.470306
27.787682,-13.491882
32.506817,-13.55835
38.94005,-13.607574
42.195522,-13.596985
45.355114,-13.574432
48.477074,-13.537659
51.59389,-13.486206
55.099873,-13.415741
58.061398,-13.328552
62.175987,-13.220703
66.29003,-13.071686
71.074234,-12.884552
74.31915,-12.69104
77.924194,-12.517029
81.52785,-12.32312
85.52069,-12.111053
89.51204,-11.88266
93.83656,-11.64093
