depth,T_ice
0.20937645,-8.911133
0.38174987,-5.999542
0.54909265,-7.0954285
0.6911006,-7.926697
0.84104306,-8.390533
0.9805703,-8.741943
1.1880239,-9.196625
1.3457563,-9.660736
1.4949763,-9.996277
1.7142893,-10.416046
2.0539412,-11.063019
2.236465,-11.745514
2.442055,-12.317474
2.6814723,-12.91806
2.8603485,-13.3949585
3.1012723,-13.85434
3.4442828,-14.481903
3.657824,-15.036896
3.8152113,-15.449066
3.9691114,-15.761261
4.107954,-15.990234
4.258454,-16.195862
4.4861054,-16.462585
4.771893,-16.751526
5.016498,-16.98172
5.1661463,-17.136292
5.3862486,-17.277512
5.5569787,-17.417282
5.7521696,-17.534317
5.907199,-17.615448
6.1815853,-17.692764
6.589849,-17.778305
6.8625946,-17.82019
7.0255694,-17.834305
7.1505456,-17.83818
7.275109,-17.837921
7.6410666,-17.831772
8.122727,-17.799255
8.386504,-17.753586
8.983536,-17.684052
9.366804,-17.596008
9.577731,-17.544952
9.94485,-17.489075
10.163314,-17.430588
10.319041,-17.39296
10.476691,-17.363327
10.560245,-17.339859
10.650813,-17.321686
11.067245,-17.279007
11.1381445,-17.24327
11.52752,-17.207916
11.668919,-17.169891
11.846212,-17.144897
12.053269,-17.116852
12.415239,-17.083527
12.571241,-17.057556
12.904082,-17.034027
13.101121,-17.012207
13.322415,-16.994934
13.539917,-16.979553
13.782571,-16.966064
14.027111,-16.954163
14.285389,-16.944641
14.5708275,-16.936157
14.891002,-16.928345
15.248444,-16.921692
15.615436,-16.917511
15.989405,-16.91623
16.396307,-16.917297
17.240583,-16.922363
17.711681,-16.933105
18.226475,-16.943237
18.720455,-16.954285
19.755854,-16.969849
20.908335,-16.992615
22.18641,-17.016785
23.598888,-17.0401
25.154879,-17.060364
29.657463,-17.088562
32.451138,-17.08191
35.244816,-17.063934
38.03849,-17.037842
40.843906,-17.00769
43.858356,-16.975494
47.09677,-16.942688
50.574078,-16.91156
53.456417,-16.88742
56.338753,-16.86966
59.49148,-16.855377
62.644207,-16.845032
64.92714,-16.839539
67.293015,-16.836761
69.65888,-16.836243
72.10769,-16.837677
74.69927,-16.84079
77.290855,-16.845459
80.030815,-16.851654
82.8585,-16.859406
85.775764,-16.868378
88.78448,-16.878357
