depth,density_bulk
0.19618645,539.6123
0.35561728,414.9702
0.50620264,403.60065
0.6515151,387.9698
0.7895497,363.26965
0.9257498,367.10602
1.061142,370.8893
1.2014039,408.02072
1.4114661,475.10675
1.5694402,510.58707
1.71382,497.63
1.8417908,462.5776
1.9693676,479.1246
2.0908399,471.1076
2.2110643,475.91702
2.3345,499.20352
2.6626768,525.7172
2.863106,611.58734
2.9936116,557.34094
3.2452917,551.2254
3.5459523,690.0631
3.699203,628.2857
3.8571517,640.3093
3.9759145,558.7739
4.439579,560.99805
5.0749664,598.2823
5.667334,582.02563
6.0241485,605.52783
6.140997,588.5097
6.2395024,526.8168
6.3352146,522.81024
6.4316216,523.6821
6.529406,524.55554
6.6247015,525.41547
6.7199836,526.25793
6.8148866,527.09644
6.910082,527.9342
7.099037,543.3049
7.193421,530.512
7.3495927,676.69684
7.6020203,708.62256
7.7538767,680.2969
7.891086,659.5196
8.011403,628.2529
8.126087,616.0658
8.268364,636.14056
8.505858,713.86945
9.514171,628.22656
9.716376,596.77814
9.896109,560.2476
9.985543,561.1916
10.101286,597.04333
10.31212,732.34564
10.441024,670.3658
10.542356,608.0836
10.630645,566.91437
10.98278,568.46027
11.159182,570.2993
11.303441,734.73334
11.602258,613.31744
11.863492,575.5746
12.1105175,636.86475
12.231051,669.31244
12.341606,650.30634
12.437896,612.9913
12.536378,621.75073
12.724295,610.06995
12.822612,624.8073
13.091608,641.56396
13.265271,707.0297
13.587681,655.16583
13.860639,759.60925
14.137556,714.09937
14.639921,647.4025
15.708703,668.19543
17.051527,635.62415
17.447184,750.9394
21.170986,690.74603
24.880638,693.3804
26.146515,675.2107
28.130455,740.31793
29.126434,707.16235
30.02813,664.71716
30.927254,667.2092
36.796455,683.04144
40.847237,688.8803
44.469013,702.00226
49.05196,710.2166
54.841038,729.07294
58.341022,733.3853
62.461327,773.059
66.57573,774.16766
69.62789,808.84564
72.67827,809.32056
75.72713,818.5833
78.774284,819.04156
81.81966,819.52386
86.74529,857.0607
89.803665,849.28674
94.12823,865.68256
