depth,density_bulk
0.11008454,899.6082
0.17467111,900.0
0.23925768,900.0
0.30384424,900.0
0.36843082,900.0
0.4330174,900.0
0.49760398,900.0
0.56219053,900.0
0.6267771,900.0
0.6913637,900.0
0.7559503,900.0
0.82053685,900.0
0.88512343,900.0
0.94970995,900.0
1.0142965,900.0
1.0788832,900.0
1.1434697,900.0
1.2080562,900.0
1.2726429,900.0
1.3372294,900.0
1.401816,900.0
1.4664025,900.0
1.5309892,900.0
1.5955757,900.0
1.6601623,900.0
1.7247488,900.0
1.7893354,900.0
1.853922,900.0
1.9185085,900.0
1.9830952,900.0
2.0476818,900.0
2.1122682,900.0
2.1780155,900.0
2.2437625,900.0
2.3095098,900.0
2.3752568,900.0
2.441004,900.0
2.506751,900.0
2.572498,900.0
2.6382453,900.0
2.7039924,900.0
2.7697396,900.0
2.8354867,900.0
2.901234,900.0
2.966981,900.0
3.0327282,900.0
3.0984752,900.0
3.1642222,900.0
3.2299695,900.0
3.2957165,900.0
3.3614638,900.0
3.4272108,900.0
3.492958,900.0
3.558705,900.0
3.624452,900.0
3.6901994,900.0
3.8216937,900.0
3.953188,900.0
4.084682,900.0
4.2161765,900.0
4.356979,900.0
4.4977813,900.0
4.6385837,900.0
4.779386,900.0
5.060991,900.0
5.3425956,900.0
5.6242003,900.0
5.905805,900.0
6.18741,900.0
6.4690146,900.0
7.0513544,900.0
7.6336946,900.0
8.216034,900.0
8.798374,900.0
9.4003105,900.0
10.002248,900.0
11.206121,900.0
12.450121,900.0
13.694121,900.0
14.979182,900.0
16.264242,900.0
17.591295,900.0
18.91835,900.0
21.65831,900.0
24.485989,900.0
26.6968,900.0
28.907612,900.0
31.048458,900.0
33.189304,900.0
35.966637,900.0
38.74397,900.0
41.521297,900.0
44.29863,900.0
47.075962,900.0
49.853294,900.0
52.630627,900.0
55.40796,900.0
58.18529,900.0
60.962624,900.0
63.739956,900.0
