depth,dgrain
0.0943473,0.23868297
0.18113892,1.7930051
0.26793054,1.7930051
0.35472217,1.7930051
0.4415138,1.7930051
0.5283054,1.7930051
0.61509705,1.7930051
0.7018887,1.7930051
0.7886803,1.7930051
0.8754719,1.7930051
0.9622635,1.7930051
1.0490551,1.7930051
1.1358467,1.7930051
1.2226384,1.7930051
1.30943,1.7930051
1.3962216,1.7930051
1.4830133,1.7930051
1.5698049,1.7930051
1.6565965,1.7930051
1.7433882,1.7930051
1.8301798,1.7930051
1.9169714,1.7930051
2.003763,1.7930051
2.0905547,1.7930051
2.1773462,1.7930051
2.264138,1.7930051
2.3509295,1.7930051
2.437721,1.7930051
2.5245128,1.7930051
2.6113043,1.7930051
2.698096,1.7930051
2.7848876,1.7930051
2.8716793,1.7930051
2.9584708,1.7930051
3.0452626,1.7930051
3.132054,1.7930051
3.2188458,1.7930051
3.3056374,1.7930051
3.3924289,1.7930051
3.4792206,1.7930051
3.5660121,1.7930051
3.652804,1.7930051
3.7395954,1.7930051
3.8263872,1.7930051
3.9131787,1.7930051
3.9999704,1.7930051
4.086762,1.7930051
4.1735535,1.7930051
4.260345,1.7930051
4.347137,1.7930051
4.4339285,1.7930051
4.52072,1.7930051
4.6075115,1.7930051
4.6943035,1.7930051
4.781095,1.7930051
4.8678865,1.7930051
4.954678,1.7930051
5.04147,1.7930051
5.1282616,1.7930051
5.215053,1.7930051
5.3018446,1.7930051
5.388636,1.7930051
5.5622196,1.7930051
5.7358027,1.7930051
5.909386,1.7930051
6.082969,1.7930051
6.2565527,1.7930051
6.4301357,1.7930051
6.7773023,1.7930051
7.124469,1.7930051
7.4716353,1.7930051
7.818802,1.7930051
8.165968,1.7930051
8.513135,1.7930051
8.860301,1.7930051
9.554634,1.7930051
10.248967,1.7930051
10.9433,1.7930051
11.637633,1.7930051
12.331966,1.7930051
13.026299,1.7930051
14.414965,1.7930051
15.803631,1.7930051
17.192297,1.7930051
18.580963,1.7930051
19.96963,1.7930051
22.746962,1.7930051
25.524292,1.7930051
28.301624,1.3793502
31.078957,1.3793502
33.85629,1.3793502
36.63362,1.3793502
39.410954,1.3793502
42.188286,1.3793502
44.96562,1.3793502
47.742947,1.3793502
50.52028,1.3793502
53.29761,1.3793502
56.074944,1.3793502
58.852276,1.3793502
