depth,snowc
0.20893036,0.048710153
0.365928,0.05022873
0.5107634,0.050045513
0.6540454,0.05020126
0.79538566,0.050095797
0.9354852,0.05017515
1.0740621,0.05012986
1.2114837,0.050190747
1.3688779,0.05472923
1.5976995,0.07683063
1.8098872,0.060340192
1.950038,0.050067257
2.0912762,0.050344463
2.2237318,0.050433144
2.3542836,0.050602086
2.722212,0.15025002
3.0724869,0.13875732
3.2830646,0.06322389
3.413371,0.050213452
3.5373566,0.050050728
3.7972958,0.10003595
3.9911366,0.058774218
4.195692,0.08066573
5.0273485,0.35138595
5.130048,0.05005551
5.2324343,0.0500251
5.457368,0.0965899
5.700271,0.10086393
5.817636,0.05067587
5.927777,0.050181925
6.454514,0.24740447
6.6151567,0.056436237
6.725673,0.0500304
6.824045,0.05024149
6.9221864,0.050228886
7.020505,0.05042277
7.118185,0.050194792
7.215395,0.050049663
7.312341,0.05000837
7.4091353,0.05002192
7.5067925,0.050560843
7.75391,0.12670234
7.8499894,0.05006427
8.075591,0.070946045
8.187905,0.050000597
8.673663,0.15287511
9.114262,0.20038065
9.228844,0.061368637
9.517652,0.11685899
9.621773,0.050707243
9.717404,0.05018376
9.809505,0.050062217
9.901465,0.050053407
9.99344,0.05012816
10.085261,0.050113153
10.242165,0.06060351
10.344776,0.0500297
10.448398,0.050094593
10.539551,0.050128825
10.6303625,0.05000512
10.721627,0.05031881
10.90392,0.100696936
11.02667,0.062855795
11.2354965,0.06821744
12.151097,0.5017504
12.297844,0.048740804
12.926463,0.35108286
14.334991,0.6823992
15.981351,0.7545773
17.19411,0.64469635
18.396315,0.68626183
19.155783,0.27402684
22.995876,2.1247666
24.301294,0.6825315
25.770145,0.7052191
28.110338,1.3815396
32.195164,2.2548292
33.101883,0.6
37.457767,2.914336
44.075157,4.583146
47.76266,2.5992339
53.247955,3.9111614
56.693455,2.4837093
60.225746,2.6056852
63.58218,2.510155
68.96134,4.039133
72.32428,2.71344
77.75127,4.45236
81.69886,3.24264
85.694855,3.47784
89.04008,2.84358
92.38459,2.84358
97.19684,4.12464
102.29306,4.40688
105.014015,2.31348
107.72731,2.38908
110.63969,2.46636
113.46736,2.54532
116.43279,2.62596
119.499756,2.70828
