depth,rhofirn
0.0668094,324.36755
0.15360102,900.0
0.24039266,900.0
0.32718426,900.0
0.4139759,900.0
0.5007675,900.0
0.58755916,900.0
0.67435074,900.0
0.7611424,900.0
0.847934,900.0
0.93472564,900.0
1.0215173,900.0
1.1083089,900.0
1.1951005,900.0
1.2818922,900.0
1.3686837,900.0
1.4554753,900.0
1.542267,900.0
1.6290586,900.0
1.7158502,900.0
1.8026419,900.0
1.8894335,900.0
1.9762251,900.0
2.0630167,900.0
2.1498084,900.0
2.2366,900.0
2.3233917,900.0
2.4101832,900.0
2.496975,900.0
2.5837665,900.0
2.6705582,900.0
2.7573497,900.0
2.8224435,900.0
2.8875372,900.0
2.952631,900.0
3.0177245,900.0
3.1045163,900.0
3.1913078,900.0
3.2780995,900.0
3.364891,900.0
3.4516828,900.0
3.5384743,900.0
3.625266,900.0
3.7120576,900.0
3.798849,900.0
3.8856409,900.0
3.9724324,900.0
4.059224,900.0
4.1460156,900.0
4.232807,900.0
4.319599,900.0
4.4063907,900.0
4.493182,900.0
4.5799737,900.0
4.666765,900.0
4.753557,900.0
4.8403487,900.0
4.92714,900.0
5.0139318,900.0
5.1007237,900.0
5.1875153,900.0
5.274307,900.0
5.3610983,900.0
5.4478903,900.0
5.534682,900.0
5.6214733,900.0
5.708265,900.0
5.7950563,900.0
5.8818483,900.0
5.96864,900.0
6.0554314,900.0
6.142223,900.0
6.3158064,900.0
6.4893894,900.0
6.662973,900.0
6.836556,900.0
7.0101395,900.0
7.1837225,900.0
7.530889,900.0
7.8780556,900.0
8.225222,900.0
8.572389,900.0
8.919555,900.0
9.613888,900.0
10.308221,900.0
11.002554,900.0
11.696887,900.0
12.39122,900.0
13.085553,900.0
14.474219,900.0
15.8628845,900.0
17.25155,900.0
18.640217,900.0
20.723215,900.0
22.806215,900.0
25.583548,900.0
28.360878,900.0
31.13821,900.0
33.915543,900.0
36.692875,900.0
