depth,dgrain
0.38297632,0.43770754
0.5304582,0.6325746
0.67559105,0.70332927
0.8193737,0.7887346
0.96151996,0.8503782
1.1023121,0.872862
1.307527,0.9041633
1.4853232,0.971195
1.6393052,1.0794221
1.77738,1.1194409
1.9120988,1.1926322
2.043987,1.2209436
2.4481504,1.214781
2.7110124,1.2408347
2.8572426,1.2844377
2.9900393,1.3008466
3.1125984,1.3430781
3.2354794,1.3694868
3.504567,1.3751775
3.635552,1.4107757
3.7568092,1.4160948
3.8799527,1.4189517
3.9906304,1.433917
4.0993514,1.4387659
4.208262,1.447317
4.31619,1.4533418
4.6326957,1.478801
4.7526684,1.5147858
4.865743,1.5290259
4.971178,1.5383418
5.0765176,1.546799
5.1807942,1.5519681
5.424278,1.5712242
5.6098366,1.5885383
5.7123327,1.6078912
5.8147664,1.6144569
5.9166794,1.6217843
6.0184135,1.6299632
6.2220125,1.6479967
6.323316,1.6599923
6.4241066,1.6631694
6.669213,1.6926694
6.7723403,1.7349626
6.871958,1.748635
7.169197,1.7639577
7.2757096,1.7960187
7.3737354,1.8122956
7.471474,1.8218291
7.568795,1.8271255
7.914162,1.8407221
8.011165,1.873379
8.107393,1.8791288
8.20338,1.8942924
8.299328,1.8993963
8.394812,1.9033399
8.57521,1.915665
8.670391,1.926405
8.765841,1.938237
8.86046,1.9490464
8.955648,1.9546905
9.243449,1.966671
9.402018,1.9762214
9.590456,1.9958448
9.697106,2.0296555
9.901664,2.04322
10.212581,2.0425696
10.464748,2.0464642
11.058956,2.0814588
11.931046,2.1579332
12.805367,2.2099588
13.7412195,2.2565148
15.082651,2.3188996
15.9205885,2.384122
17.754593,2.4805436
19.407093,2.5745406
20.212202,2.6467457
21.0344,2.6815412
26.667683,2.8243394
27.599836,2.9817576
30.599308,3.0472093
30.893263,3.0985842
33.213623,3.1581762
42.12269,3.4583514
48.94702,3.5252595
53.025013,3.782714
57.842407,3.9079282
64.52209,3.9850843
68.18496,3.9845788
72.074265,3.9845788
76.21808,3.9845788
80.5073,3.9845788
83.92142,3.9845788
87.33409,3.9845788
92.21727,3.9845788
97.39196,3.9845788
102.707825,3.9845788
108.3741,3.9845788
111.32545,3.9845788
114.276634,3.9845788
117.36739,3.9845788
