depth,snic
0.15868114,0.0
0.3175387,0.0
0.47276375,0.0
0.6259983,0.0
0.7764306,0.0
0.92428863,0.0
1.0695025,0.0
1.2124903,0.0
1.3531612,0.0
1.493655,0.0
1.6299978,0.0
1.7647332,0.0
1.8982208,0.0
2.029579,0.0
2.159528,0.0
2.304211,0.0002468311
2.4306004,0.0
2.5566673,0.0
2.6804335,0.0
2.8030546,0.0
2.9248374,0.0
3.0451655,0.0
3.1645787,0.0
3.2828069,0.0
3.4000986,0.0
3.5163658,0.0
3.6317885,0.0
3.7466238,0.0
3.8603406,0.0
3.9734805,0.0
4.086307,0.0
4.197872,0.0
4.3086524,0.0
4.418769,0.0
4.5283213,0.0
4.6372004,0.0
4.745743,0.0
4.853486,0.0
4.9606957,0.0
5.067775,0.0
5.174377,0.0
5.2800155,0.0
5.38517,0.0
5.489763,0.0
5.594036,0.0
5.697815,0.0
5.801022,0.0
5.903857,0.0
6.0071235,0.0
6.1090226,0.0
10.336325,0.00049365597
10.425737,0.0
10.514991,0.0
10.604252,0.0
10.693473,0.0
10.7823105,0.0
10.870933,0.0
10.959271,0.0
11.047393,0.0
11.135391,0.0
11.223143,0.0
11.31073,0.0
11.398299,0.0
11.485613,0.0
11.572685,0.0
11.65974,0.0
11.746898,0.0
11.83346,0.0
11.919941,0.0
12.006213,0.0
12.092281,0.0
12.981028,0.0
14.802638,0.0
15.8397665,0.0
16.975824,0.0
18.442104,0.0
19.31718,0.0
20.297136,0.0
21.390032,0.0
22.604227,0.0
23.948385,0.0
25.431461,0.0
27.062717,0.0
27.936886,0.0
33.654278,0.0
36.500275,0.0
41.917004,0.0
44.931454,0.0
48.16987,0.0
51.647175,0.0
55.37831,0.0
59.3782,0.0
63.66178,0.0
68.24398,0.0
73.139725,0.0
78.36395,0.0
81.10391,0.0
83.931595,0.0
86.84886,0.0
89.857574,0.0
