depth,snowc
0.16384234,0.08505681
0.23572463,0.058253787
0.30582485,0.063100316
0.37592503,0.063100316
0.44602525,0.063100316
0.51612544,0.063100316
0.5862256,0.063100316
0.6563259,0.063100316
0.72642606,0.063100316
0.79652625,0.063100316
0.8666265,0.063100316
0.9717768,0.09465047
1.0769271,0.09465047
1.1470273,0.063100316
1.2171276,0.063100316
1.2872277,0.063100316
1.3573279,0.063100316
1.4274281,0.063100316
1.4975283,0.063100316
1.5676285,0.063100316
1.6377287,0.063100316
1.725354,0.07887539
1.8129792,0.07887539
1.9181296,0.09465047
2.02328,0.09465047
2.1284301,0.09465047
2.2335806,0.09465047
2.3387308,0.09465047
2.408831,0.063100316
2.4789312,0.063100316
2.5490315,0.063100316
2.6191316,0.063100316
2.6892319,0.063100316
2.759332,0.063100316
2.8294322,0.063100316
2.8995326,0.063100316
2.9696326,0.063100316
3.039733,0.063100316
3.109833,0.063100316
3.1799333,0.063100316
3.2500334,0.063100316
3.3201337,0.063100316
3.390234,0.063100316
3.460334,0.063100316
3.5304344,0.063100316
3.6005344,0.063100316
3.6706347,0.063100316
3.7407348,0.063100316
3.8272502,0.07787625
3.9137654,0.07787625
4.000281,0.07787625
4.173311,0.1557525
4.2598267,0.07787625
4.346342,0.07787625
4.4761147,0.116814375
4.605888,0.116814375
4.7789183,0.1557525
4.9519486,0.1557525
5.1249795,0.1557525
5.29801,0.1557525
5.4710402,0.1557525
5.8171015,0.311505
6.1631627,0.311505
6.509224,0.311505
6.855285,0.311505
7.201346,0.311505
7.547407,0.311505
7.8934684,0.311505
8.58559,0.62301
9.277713,0.62301
10.044927,0.69060373
10.812141,0.69060373
11.937231,1.0127428
13.06232,1.0127428
14.187409,1.0127428
15.312498,1.0127428
16.437588,1.0127428
17.562677,1.0127428
19.812855,2.0254855
22.07619,2.03733
24.483938,2.16732
26.97194,2.23956
29.542059,2.31348
32.196167,2.38908
34.936127,2.46636
37.763805,2.54532
40.681072,2.62596
43.68979,2.70828
46.46712,0.0
49.244453,0.0
52.021786,0.0
54.799118,0.0
57.576447,0.0
60.35378,0.0
63.13111,0.0
65.90845,0.0
68.685776,0.0
71.46311,0.0
74.24044,0.0
77.01777,0.0
