depth,T_ice
0.067083366,-0.0010070801
0.14882025,0.0121154785
0.23055713,-0.6011658
0.312294,-0.9538574
0.3987246,-1.3072205
0.48515514,-1.6402893
0.5715857,-1.9423523
0.65801626,-2.220337
0.74927944,-2.4897766
0.84054255,-2.756256
0.9318057,-3.0167542
1.0230688,-3.2729492
1.1193589,-3.531952
1.215649,-3.792633
1.3119391,-4.0473633
1.4082292,-4.2956543
1.5097129,-4.543976
1.6111966,-4.7917175
1.7126803,-5.032776
1.814164,-5.267578
1.9210358,-5.5026855
2.0011895,-5.708496
2.0813434,-5.8817444
2.1495337,-6.0393066
2.2177243,-6.1820984
2.288457,-6.32547
2.3591893,-6.4693604
2.4324641,-6.6137695
2.5057387,-6.7585144
2.5790136,-6.901123
2.6366777,-7.026642
2.6943421,-7.1358643
2.7963328,-7.2852783
2.8983233,-7.472046
2.9648128,-7.6228943
3.031302,-7.740143
3.1194232,-7.8743896
3.2075446,-8.0242
3.3172977,-8.188721
3.427051,-8.366089
3.5368042,-8.538147
3.5988915,-8.668671
3.6609786,-8.76123
3.7261348,-8.854279
3.7994356,-8.95343
3.8727365,-9.055969
3.946037,-9.155975
4.0193377,-9.2534485
4.100783,-9.353668
4.1822286,-9.456055
4.2505784,-9.547302
4.3189287,-9.628357
4.421454,-9.726929
4.4983478,-9.826111
4.5752416,-9.908356
4.6521354,-9.9878235
4.76221,-10.081146
4.8722844,-10.185486
4.9439116,-10.26709
5.015539,-10.329163
5.0871663,-10.388947
5.158794,-10.446533
5.230421,-10.501923
5.3020487,-10.555145
5.452052,-10.634186
5.602056,-10.732086
5.7520595,-10.821167
5.9020634,-10.901825
6.059038,-10.976044
6.216013,-11.043518
6.5299625,-11.13266
6.858299,-11.223877
7.186635,-11.288483
7.529802,-11.3289795
7.872969,-11.347015
8.231412,-11.345459
8.589854,-11.326263
9.338067,-11.274994
10.117831,-11.162842
10.925368,-11.024506
11.762123,-10.874603
12.629206,-10.723206
13.528062,-10.576447
14.459912,-10.437439
15.425979,-10.306946
16.427708,-10.184082
18.542923,-10.005646
20.816114,-9.7829895
23.2575,-9.560242
25.877413,-9.333679
28.686295,-9.104004
31.424467,-8.882935
34.16264,-8.675171
36.63091,-8.484619
39.3544,-8.298645
42.077896,-8.105957
44.31279,-7.9307556
46.547688,-7.7720337
48.316883,-7.6317444
50.086082,-7.5073853
