depth,rhofirn
0.38297632,324.81305
0.5304582,339.90543
0.67559105,344.5767
0.8193737,348.42322
0.96151996,351.84326
1.1023121,355.09998
1.307527,359.7295
1.4853232,370.3559
1.6393052,386.19998
1.77738,395.86734
1.9120988,406.67654
2.043987,415.72488
2.4481504,421.74057
2.7110124,426.99692
2.8572426,433.04147
2.9900393,437.02582
3.1125984,441.77188
3.2354794,444.92654
3.504567,448.38513
3.635552,451.97632
3.7568092,454.8215
3.8799527,456.6775
3.9906304,458.19278
4.0993514,459.89993
4.208262,461.586
4.31619,463.27963
4.6326957,468.015
4.7526684,473.04703
4.865743,474.85342
4.971178,476.43857
5.0765176,477.9763
5.1807942,479.4581
5.424278,482.13498
5.6098366,485.61685
5.7123327,487.91754
5.8147664,489.3754
5.9166794,490.77914
6.0184135,492.135
6.2220125,494.11414
6.323316,496.03363
6.4241066,497.2871
6.669213,500.19864
6.7723403,503.0014
6.871958,504.2657
7.169197,507.30792
7.2757096,510.3762
7.3737354,511.61728
7.471474,512.747
7.568795,513.8484
7.914162,516.73553
8.011165,519.56
8.107393,520.61395
8.20338,521.6331
8.299328,522.63214
8.394812,523.6181
8.57521,525.177
8.670391,526.7239
8.765841,527.7058
8.86046,528.66705
8.955648,529.6088
9.243449,531.47626
9.402018,533.63544
9.590456,535.6889
9.697106,537.5602
9.901664,539.3708
10.212581,541.85254
10.464748,544.4989
11.058956,548.41614
11.931046,555.8257
12.805367,563.6153
13.7412195,570.53436
15.082651,578.7752
15.9205885,585.8249
17.754593,594.229
19.407093,604.08295
20.212202,610.77515
21.0344,615.0732
26.667683,629.50543
27.599836,643.5673
30.599308,652.72687
30.893263,680.7907
33.213623,662.594
42.12269,692.0194
48.94702,697.9776
53.025013,711.5283
57.842407,714.4643
64.52209,729.8343
68.18496,740.67676
72.074265,749.38043
76.21808,755.2413
80.5073,782.8963
83.92142,804.71204
87.33409,805.05176
92.21727,816.6649
97.39196,823.8934
102.707825,856.364
108.3741,856.7633
111.32545,875.94824
114.276634,875.9951
117.36739,876.1104
