depth,snic
0.1587619,0.0
0.31534255,0.0
0.469998,0.0
0.6225364,0.0
0.7726408,0.0
0.92049223,0.0
1.0691078,6.957202e-05
1.2123475,0.0
1.3533643,0.0
1.4920763,0.0
1.6287916,0.0
1.7635367,0.0
1.8964859,0.0
2.0278695,0.0
2.1579118,0.0
2.286308,0.0
2.5237205,0.00024920577
2.648292,0.0
2.7717953,0.0
2.8940341,0.0
3.0152223,0.0
3.1353836,0.0
3.254617,0.0
3.372958,0.0
3.4904757,0.0
3.6073549,0.0
3.7233527,0.0
3.8385804,0.0
3.9532185,0.0
4.067068,0.0
4.180327,0.0
4.292975,0.0
8.8435335,0.00044728766
8.939974,0.0
9.0364065,0.0
9.13243,0.0
9.228247,0.0
9.32389,0.0
9.4192915,0.0
9.514677,0.0
9.609848,0.0
9.704665,0.0
9.799292,0.0
9.893731,0.0
9.987989,0.0
10.082066,0.0
10.175965,0.0
10.26969,0.0
10.363241,0.0
10.456623,0.0
10.549834,0.0
10.6428795,0.0
10.735759,0.0
10.828476,0.0
10.921034,0.0
11.013433,0.0
11.105677,0.0
11.197749,0.0
11.289662,0.0
11.381424,0.0
11.473035,0.0
11.655814,0.0
11.746987,0.0
11.8380165,0.0
11.928906,0.0
12.019657,0.0
12.114121,0.0
12.219515,0.0
12.336623,0.0
12.609125,0.0
12.766173,0.0
12.9382305,0.0
15.299963,0.0
16.070738,0.0
16.938498,0.0
17.91167,0.0
19.00217,0.0
20.213778,0.0
22.279894,0.0
24.673273,0.0
26.444397,0.0
27.374756,0.0
28.362652,0.0
29.384071,0.0
30.465523,0.0
31.59025,0.0
33.952827,0.0
35.21163,0.0
43.64987,0.0
46.908875,0.0
53.728294,0.0
59.37998,0.0
63.445854,0.0
67.646286,0.0
74.38526,0.0
81.70508,0.0
86.97857,0.0
92.60218,0.0
98.59147,0.0
101.7281,0.0
