depth,dgrain
0.09203698,1.2294286
0.18952654,1.2294286
0.30139735,1.2442492
0.41015035,1.2461746
0.53076404,2.3380136
0.6079579,2.4424584
0.6900585,2.5342011
0.7922185,2.8765056
0.8848182,2.8890452
0.9760176,2.890511
1.0469147,2.8837225
1.1177366,2.8840666
1.1864526,2.8930342
1.2551652,2.893086
1.3209797,2.900269
1.3867915,2.9003193
1.4521201,2.9090266
1.5174464,2.9090333
1.60533,3.012944
1.6922281,3.0161228
1.7708184,3.0333085
1.8472738,3.0346677
1.9404105,3.1933126
2.0303376,3.19557
2.1351347,3.3282661
2.2395914,3.3301144
2.336696,3.338269
2.433798,3.3382895
2.5205624,3.4039886
2.6067455,3.4047298
2.6817374,3.5783248
2.7567286,3.5783846
2.8210113,3.6104085
2.8852935,3.610458
2.9495761,3.6104732
3.0138586,3.6105328
3.0781407,3.6102602
3.142423,3.6102808
3.2067049,3.610284
3.2709866,3.6103673
3.3989058,3.6112409
3.526824,3.6112761
3.6547408,3.6108959
3.7826567,3.6111927
3.9904866,3.6921403
4.182078,3.7065735
4.420092,3.8207874
4.6581044,3.8208828
4.897918,3.8204713
5.1377287,3.8204973
5.239047,3.8049145
5.349026,3.739565
5.4632335,3.7622025
5.6102414,3.9491227
5.7636685,3.9863725
6.130077,4.004194
6.496485,4.004387
6.908621,4.0094457
7.35861,4.0109754
7.880917,3.086669
8.403224,3.086669
9.254095,3.1201847
10.104966,3.1201847
10.772815,3.25948
11.4171295,3.3290675
12.061443,3.3290675
12.819849,3.35737
13.578255,3.35737
14.33666,3.35737
15.298167,3.3653543
16.259674,3.3653543
17.221182,3.3653543
19.144196,3.3653543
21.06721,3.3653543
23.857878,3.363816
26.648546,3.363816
29.439215,3.363816
32.229885,3.363816
34.53997,3.363816
36.850056,3.363816
39.864502,3.363816
41.48371,3.363816
43.102917,3.363816
45.774353,3.363816
48.445793,3.363816
50.378548,3.363816
52.311306,3.363816
54.363976,3.363816
56.416645,3.363816
58.59483,3.363816
60.847668,3.363816
63.17703,3.363816
65.58478,3.363816
68.07278,3.363816
70.6429,3.363816
73.297005,3.363816
76.036964,3.363816
78.86464,3.363816
81.781906,3.363816
84.79063,3.363816
