depth,snic
0.18181507,0.0017422199
0.4380868,0.0133591015
0.58764195,0.0
0.7350639,0.0
0.8809802,0.0
1.0256122,0.0
1.1690648,0.0
1.3114681,0.0
1.4534082,0.0
1.595331,0.0
2.0060148,0.055810146
2.149733,0.010910106
2.284777,0.0040745493
2.4137974,0.0
2.5420532,0.0
2.6692564,0.0
2.7957718,0.0
2.921207,0.0
3.0458128,0.0
3.1699517,0.0
3.3837771,0.04123585
3.504622,0.0
3.624557,0.0
3.743909,0.0
3.8624644,0.0
3.9803004,0.0
4.0975313,0.0
4.2143745,0.0
4.3305197,0.0
4.7195053,0.012470682
4.8330026,0.0
4.9457464,0.0
5.058033,0.0
5.169903,0.0
5.2816725,0.0
5.3927393,0.0
5.5035844,0.0
5.6149163,0.0
5.724553,0.0
5.8339334,0.0
6.16711,0.04988445
6.2745748,0.0
6.381835,0.0
6.4885864,0.0
6.595583,0.0
6.7017484,0.0
6.8078594,0.0
6.9132066,0.0
7.034452,0.004444656
7.3320937,0.0020705082
7.4358816,0.0
7.5402617,0.0
7.644262,0.0
7.7476215,0.0
7.8508186,0.0
7.9533176,0.0
8.055897,0.0
8.157942,0.0
8.259762,0.0
8.361361,0.0
8.652337,0.026694054
8.752856,0.0
8.853696,0.0
8.954522,0.0
9.054713,0.0
9.400792,0.028017566
9.4995775,0.0
9.598308,0.0
9.697028,0.0
9.795255,0.0
9.893273,0.0
9.991218,0.0
10.088934,0.0
10.186425,0.0
10.284306,0.0
10.5264635,0.007467455
10.623214,0.0
10.7200985,0.0
10.816457,0.0
25.240005,0.43874505
33.783302,0.23607545
35.085503,0.07753005
36.02166,0.0
37.792667,0.0
44.197586,0.0
66.675896,0.0
73.38228,0.0
77.10299,0.0
81.091675,0.0
85.36557,0.0
89.85799,0.0
94.47786,0.0
98.13683,0.0
101.7949,0.0
107.01398,0.0
112.585175,0.0
118.26882,0.0
121.24806,0.0
124.28211,0.0
127.41114,0.0
