depth,snic
0.065335624,0.011877254
0.13856424,0.014390033
0.2381286,0.0
0.33769298,0.0
0.43725732,0.0
0.5368217,0.0
0.63638604,0.0
0.7359504,0.0
0.8402929,0.0
0.9185497,0.0
0.99680656,0.0
1.0750635,0.0
1.1663631,0.0
1.2576628,0.0
1.3620052,0.0
1.4663477,0.0
1.5706902,0.0
1.6799611,0.0
1.7892321,0.0
1.8985032,0.0
2.007774,0.0
2.1170452,0.0
2.2263162,0.0
2.3355873,0.0
2.4448583,0.0
2.5449166,0.0
2.644975,0.0
2.7378864,0.0
2.8343713,0.0
2.930856,0.0
3.0309143,0.0
3.1381197,0.0
3.245325,0.0
3.3025014,0.0
3.3596776,0.0
3.419472,0.0
3.4792664,0.0
3.539061,0.0
3.6287527,0.0
3.7184443,0.0
3.808136,0.0
3.8978279,0.0
3.9875195,0.0
4.0772114,0.0
4.145154,0.0
4.213097,0.0
4.289189,0.0
4.36528,0.0
4.441372,0.0
4.5038633,0.0
4.5663548,0.0
4.628846,0.0
4.6913376,0.0
4.753829,0.0
4.816321,0.0
4.9413037,0.0
5.0662866,0.0
5.1912694,0.0
5.316252,0.0
5.4467893,0.0
5.577326,0.0
5.8383994,0.0
6.0994725,0.0
6.360546,0.0
6.6330514,0.0
6.9055567,0.0
7.1780624,0.0
7.4505677,0.0
8.0191,0.0
8.587632,0.0
9.192786,0.0
9.79794,0.0
10.403094,0.0
11.008248,0.0
11.661077,0.0
12.313905,0.0
13.619562,0.0
15.02227,0.0
16.424978,0.0
17.932203,0.0
19.930082,0.0
22.173288,0.0
24.416496,0.0
27.15139,0.0
29.886284,0.0
31.933327,0.0
33.98037,0.0
36.07506,0.0
38.169754,0.0
40.422592,0.0
42.751953,0.0
45.1597,0.0
47.6477,0.0
50.21782,0.0
52.87193,0.0
55.61189,0.0
58.439568,0.0
61.356834,0.0
62.86119,0.0
64.36555,0.0
