depth,density_bulk
0.08513743,894.3116
0.17192905,900.0
0.25872067,900.0
0.3455123,900.0
0.4323039,900.0
0.51909554,900.0
0.6058872,900.0
0.6926788,900.0
0.7794704,900.0
0.866262,900.0
0.95305365,900.0
1.0398452,900.0
1.1266369,900.0
1.2134285,900.0
1.3002201,900.0
1.3870118,900.0
1.4738034,900.0
1.560595,900.0
1.6473867,900.0
1.7341783,900.0
1.8209699,900.0
1.9077615,900.0
1.9945531,900.0
2.0813448,900.0
2.1681364,900.0
2.254928,900.0
2.3417196,900.0
2.4285111,900.0
2.515303,900.0
2.6020944,900.0
2.6888862,900.0
2.7756777,900.0
2.8624694,900.0
2.949261,900.0
3.0360527,900.0
3.1228442,900.0
3.209636,900.0
3.2964275,900.0
3.383219,900.0
3.4700108,900.0
3.5568023,900.0
3.643594,900.0
3.7303855,900.0
3.8171773,900.0
3.9039688,900.0
3.9907606,900.0
4.0775523,900.0
4.164344,900.0
4.2511353,900.0
4.337927,900.0
4.4247184,900.0
4.5115104,900.0
4.598302,900.0
4.6850934,900.0
4.771885,900.0
4.858677,900.0
4.9454684,900.0
5.03226,900.0
5.1190515,900.0
5.205843,900.0
5.292635,900.0
5.3794265,900.0
5.466218,900.0
5.5530095,900.0
5.726593,900.0
5.900176,900.0
6.0737596,900.0
6.2473426,900.0
6.420926,900.0
6.594509,900.0
6.9416757,900.0
7.288842,900.0
7.6360087,900.0
7.9831753,900.0
8.330341,900.0
8.677508,900.0
9.371841,900.0
10.0661745,900.0
10.760507,900.0
11.45484,900.0
12.149173,900.0
12.843506,900.0
13.537839,900.0
14.926505,900.0
16.31517,900.0
17.703836,900.0
19.092503,900.0
20.481169,900.0
21.869835,900.0
24.647167,900.0
27.4245,900.0
30.20183,900.0
32.979164,900.0
35.756496,900.0
38.533825,900.0
41.311157,900.0
44.08849,900.0
46.86582,900.0
49.643154,900.0
52.420486,900.0
