depth,rhofirn
0.057162844,323.20456
0.114324324,323.5484
0.20111595,900.0
0.28790757,900.0
0.3746992,900.0
0.4614908,900.0
0.54828244,900.0
0.6350741,900.0
0.7218657,900.0
0.8086573,900.0
0.8954489,900.0
0.98224056,900.0
1.0690322,900.0
1.1558238,900.0
1.2426155,900.0
1.3294071,900.0
1.4161987,900.0
1.5029902,900.0
1.5897819,900.0
1.6765735,900.0
1.7633651,900.0
1.8501568,900.0
1.9369484,900.0
2.02374,900.0
2.1105316,900.0
2.1973233,900.0
2.2841148,900.0
2.3709066,900.0
2.457698,900.0
2.5444899,900.0
2.6312814,900.0
2.7180731,900.0
2.8048646,900.0
2.8916562,900.0
2.978448,900.0
3.0652394,900.0
3.1520312,900.0
3.2388227,900.0
3.3256145,900.0
3.412406,900.0
3.4991977,900.0
3.5859892,900.0
3.672781,900.0
3.7595725,900.0
3.846364,900.0
3.9331558,900.0
4.0199475,900.0
4.106739,900.0
4.1935306,900.0
4.280322,900.0
4.367114,900.0
4.4539056,900.0
4.540697,900.0
4.6274886,900.0
4.71428,900.0
4.801072,900.0
4.8878636,900.0
4.974655,900.0
5.0614467,900.0
5.1482387,900.0
5.23503,900.0
5.3218217,900.0
5.408613,900.0
5.495405,900.0
5.5821967,900.0
5.668988,900.0
5.7557797,900.0
5.8425713,900.0
5.9293633,900.0
6.016155,900.0
6.1029463,900.0
6.27653,900.0
6.450113,900.0
6.623696,900.0
6.7972794,900.0
6.9708624,900.0
7.144446,900.0
7.4916124,900.0
7.838779,900.0
8.1859455,900.0
8.533112,900.0
8.880279,900.0
9.574612,900.0
10.268944,900.0
10.963277,900.0
11.65761,900.0
12.351943,900.0
13.046276,900.0
14.434942,900.0
15.823608,900.0
17.212275,900.0
18.60094,900.0
19.989607,900.0
21.378271,900.0
22.766937,900.0
25.54427,900.0
28.321602,900.0
31.098934,900.0
33.876266,900.0
36.6536,900.0
