depth,density_bulk
0.066198386,876.959
0.15299001,900.0
0.23978163,900.0
0.32657325,900.0
0.4133649,900.0
0.5001565,900.0
0.58694816,900.0
0.67373973,900.0
0.76053137,900.0
0.847323,900.0
0.93411463,900.0
1.0209062,900.0
1.1076978,900.0
1.1944895,900.0
1.2812811,900.0
1.3680727,900.0
1.4548644,900.0
1.541656,900.0
1.6284477,900.0
1.7152393,900.0
1.8020308,900.0
1.8888224,900.0
1.9756141,900.0
2.0624058,900.0
2.1491973,900.0
2.2359889,900.0
2.3227806,900.0
2.4095721,900.0
2.4963639,900.0
2.5831554,900.0
2.6699471,900.0
2.7567387,900.0
2.8435304,900.0
2.930322,900.0
3.0171137,900.0
3.1039052,900.0
3.1906967,900.0
3.2774885,900.0
3.36428,900.0
3.4510717,900.0
3.5378633,900.0
3.624655,900.0
3.7114465,900.0
3.7982383,900.0
3.8850298,900.0
3.9718215,900.0
4.058613,900.0
4.145405,900.0
4.2321963,900.0
4.318988,900.0
4.4057794,900.0
4.4925714,900.0
4.579363,900.0
4.6661544,900.0
4.752946,900.0
4.839738,900.0
4.9265294,900.0
5.013321,900.0
5.1001124,900.0
5.186904,900.0
5.273696,900.0
5.3604875,900.0
5.447279,900.0
5.5340705,900.0
5.6208625,900.0
5.707654,900.0
5.7944455,900.0
5.881237,900.0
5.9680285,900.0
6.0548205,900.0
6.141612,900.0
6.2284036,900.0
6.315195,900.0
6.401987,900.0
6.4887786,900.0
6.57557,900.0
6.6623616,900.0
6.835945,900.0
7.009528,900.0
7.1831117,900.0
7.3566947,900.0
7.530278,900.0
7.703861,900.0
8.051027,900.0
8.398194,900.0
8.74536,900.0
9.092527,900.0
9.439693,900.0
9.78686,900.0
10.481194,900.0
11.175527,900.0
11.869859,900.0
12.564192,900.0
13.258525,900.0
14.647191,900.0
16.035856,900.0
17.424522,900.0
18.813189,900.0
20.896189,900.0
22.979187,900.0
