depth,rhofirn
0.09674228,510.39355
0.19183974,517.2681
0.29934016,526.2106
0.40892968,535.7333
0.5136384,539.55994
0.6209125,543.3608
0.7273242,547.32806
0.82850266,551.37024
0.90433675,557.42993
0.9796334,558.4527
1.0541104,594.4538
1.128646,594.86896
1.2574801,596.8685
1.3764617,599.63635
1.508305,602.70746
1.6404265,603.3518
1.7246189,607.46295
1.8088078,607.49927
1.9087096,607.99994
2.023408,610.6303
2.1355562,612.8835
2.208941,614.5297
2.282323,614.5613
2.3873942,619.0018
2.4924605,619.0562
2.6058695,630.6183
2.7107294,632.47125
2.782105,633.955
2.8534796,633.97235
2.9228377,636.24335
2.992195,636.2561
3.1156979,638.38385
3.236376,641.6212
3.3570514,641.6457
3.4723384,645.3984
3.5835128,647.20575
3.696798,648.87683
3.803832,651.03125
3.9642887,653.47833
4.129156,656.0509
4.247523,658.4535
4.4032445,697.4477
4.5589657,697.4508
4.714683,697.4824
4.8704004,697.48395
5.181816,697.5658
5.4932265,697.58813
5.8042073,697.704
6.1151843,697.72107
6.426144,697.79486
6.7371035,697.7981
7.124537,711.5796
7.511968,711.58966
8.286791,711.65814
9.061524,711.8131
9.836215,711.8876
10.97093,717.3561
12.1054945,717.53674
12.703936,738.5411
13.574693,764.5079
13.741332,900.0
13.852426,900.0
13.993792,900.0
14.135158,900.0
14.275247,900.0
14.4991,900.0
14.6426325,900.0
14.7552805,900.0
15.008796,900.0
15.467166,900.0
15.642916,900.0
15.831108,900.0
16.032297,900.0
16.24693,900.0
16.475782,900.0
16.71941,900.0
16.97848,900.0
18.843676,900.0
20.433916,900.0
22.686768,900.0
24.93962,900.0
27.192472,900.0
29.855486,900.0
32.518497,900.0
34.422886,900.0
36.411694,900.0
38.684883,900.0
41.12627,900.0
43.74618,900.0
46.555065,900.0
49.563137,900.0
52.78084,900.0
54.49968,900.0
56.218513,900.0
58.052498,900.0
59.886482,900.0
61.84083,900.0
63.795185,900.0
65.84297,900.0
67.95485,900.0
