depth,snowc
0.1587619,0.050158277
0.31534255,0.05000054
0.469998,0.050021917
0.6225364,0.050010387
0.7726408,0.05000555
0.92049223,0.050002847
1.0691078,0.051049847
1.2123475,0.05004132
1.3533643,0.050009705
1.4920763,0.05000732
1.6287916,0.05004147
1.7635367,0.05000533
1.8964859,0.05000076
2.0278695,0.050005026
2.1579118,0.050091144
2.286308,0.05002464
2.5237205,0.09386943
2.648292,0.05002539
2.7717953,0.05007329
2.8940341,0.050013795
3.0152223,0.050007414
3.1353836,0.050003633
3.254617,0.050008085
3.372958,0.050002906
3.4904757,0.050010215
3.6073549,0.050069585
3.7233527,0.050019156
3.8385804,0.05000309
3.9532185,0.050048564
4.067068,0.05000463
4.180327,0.05003477
4.292975,0.05004294
8.8435335,2.2085328
8.939974,0.050011314
9.0364065,0.050117437
9.13243,0.050013483
9.228247,0.05001346
9.32389,0.05002844
9.4192915,0.050005805
9.514677,0.05010004
9.609848,0.050086513
9.704665,0.05
9.799292,0.05
9.893731,0.05
9.987989,0.05
10.082066,0.05
10.175965,0.05
10.26969,0.05
10.363241,0.05
10.456623,0.05
10.549834,0.05
10.6428795,0.05
10.735759,0.05
10.828476,0.05
10.921034,0.05
11.013433,0.05
11.105677,0.05
11.197749,0.05
11.289662,0.05
11.381424,0.05
11.473035,0.05
11.655814,0.1
11.746987,0.05
11.8380165,0.05
11.928906,0.05
12.019657,0.05
12.114121,0.0521255
12.219515,0.0582505
12.336623,0.0648375
12.609125,0.151368
12.766173,0.0875385
12.9382305,0.0961415
15.299963,1.3480425
16.070738,0.44548
16.938498,0.510552
17.91167,0.581672
19.00217,0.6591088
20.213778,0.7431312
22.279894,1.2873063
24.673273,1.5161097
26.444397,1.1504529
27.374756,0.6200887
28.362652,0.6513465
29.384071,0.6836375
30.465523,0.7169785
31.59025,0.7513863
33.952827,1.6103472
35.21163,0.8611785
43.64987,6.02364
46.908875,2.35056
53.728294,5.23872
59.37998,4.45236
63.445854,3.24264
67.646286,3.47784
74.38526,5.68716
81.70508,6.29196
86.97857,4.55304
92.60218,4.85544
98.59147,5.17128
101.7281,2.70828
