depth,snic
0.30972287,0.028569449
0.45868188,0.0
0.60540074,0.0
0.75013727,0.0
0.89357597,0.0
1.0361583,0.0
1.1786826,0.0
1.3181273,0.0
1.5527762,0.0032680167
1.8628745,0.041901015
2.0265086,0.031610154
2.1632063,0.009384641
2.2985168,0.00851971
2.4238799,0.0
2.5477548,0.0
2.670658,0.0
2.7928262,0.0
2.914159,0.0
3.034753,0.0
3.1546564,0.0
3.2748787,0.0
3.483878,0.048278347
3.6199968,0.018916843
3.760938,0.024507798
3.894286,0.017585952
4.1416035,0.021245772
4.6112757,0.064996555
5.474952,1.906811e-05
5.841003,0.016301611
5.957794,0.010455649
6.4104424,0.03517586
6.520344,0.0067536915
6.9250803,0.03171389
7.0282583,0.0013786774
7.129818,0.0
7.2306356,0.0
7.331391,0.0
7.4313555,0.0
7.531483,0.0
7.631217,0.0
7.730499,0.0
7.830073,0.0
7.9289246,0.0
8.027637,0.0
8.127121,0.0
8.342601,0.07255447
8.459589,0.017521122
8.560863,0.0035448556
8.65839,0.0
9.037969,0.05071882
9.134086,0.0
9.230105,0.0
9.326085,0.0
9.421694,0.0
9.51841,0.0
9.61381,0.0
9.950255,0.028456535
10.046923,0.0
10.141698,0.0
10.236026,0.0
10.424115,0.0
10.517971,0.0
10.700545,0.031202314
11.356104,0.004627472
11.737346,0.049357213
12.38026,0.0
13.389465,0.028576182
13.766275,0.04515504
14.706887,0.049543165
15.879556,0.19556074
16.573257,1.980171e-05
17.792864,0.10041314
18.813658,0.0013849657
19.621855,0.14439803
23.505247,0.14228053
28.093893,0.32828695
32.664925,0.32828695
33.582516,0.0
37.983215,0.0
42.7137,0.0
47.441376,0.0
51.51139,0.0
55.570473,0.0
59.667156,0.0
63.17496,0.0
69.5643,0.0
72.92885,0.0
78.35801,0.0
82.307465,0.0
86.30415,0.0
89.65051,0.0
92.996346,0.0
97.810585,0.0
102.90907,0.0
105.63215,0.0
108.34661,0.0
111.26229,0.0
114.089966,0.0
117.05715,0.0
120.126366,0.0
