depth,T_ice
0.25741342,-4.008789
0.41229814,-3.22229
0.54542935,-2.17688
0.6748379,-1.039154
0.7963378,-3.0517578e-05
0.9185101,0.0
1.0394795,0.0
1.1579356,0.0
1.2781917,0.0
1.3952745,0.0
1.517072,0.0
1.643726,0.0
1.766477,0.0
1.8862388,0.0
2.0008223,0.0
2.1186516,0.0
2.2340384,0.0
2.347809,0.0
2.4609454,0.0
2.575541,0.0
2.9816895,0.0
3.1294627,0.0
3.2531116,0.0
3.37372,0.0
3.4903226,0.0
3.6058052,-0.11911011
3.723889,-0.221344
3.835461,-0.3161621
3.9470248,-0.40127563
4.05927,-0.47561646
4.1695023,-0.5372009
4.2789884,-0.58532715
4.3853106,-0.62008667
4.4906735,-0.64151
4.6018248,-0.6494446
4.7035933,-0.643219
4.806102,-0.6251526
10.186124,0.0
15.556311,0.0
15.664806,-0.5951843
15.756647,-0.614624
15.845063,-0.63287354
15.935351,-0.6507263
16.023275,-0.6682129
16.12249,-0.685791
16.217638,-0.70336914
16.322033,-0.7215576
16.421724,-0.7375183
16.552387,-0.7536621
16.651705,-0.77127075
19.057638,-0.9763794
19.462238,-1.1648254
19.557518,-1.1941833
19.650463,-1.2065125
19.83461,-1.2248535
19.91961,-1.2429199
20.00517,-1.2546387
20.089039,-1.2662964
20.172983,-1.277832
20.26019,-1.2894287
20.770227,-1.3299255
21.431557,-1.4086304
21.586195,-1.4604187
21.683859,-1.4741821
21.948618,-1.4979248
22.112986,-1.526825
22.267056,-1.5490112
22.499813,-1.576416
22.885904,-1.6201477
22.963394,-1.6528931
23.116827,-1.6691895
23.272793,-1.690979
23.50876,-1.7185364
23.586683,-1.7405701
27.596294,-1.9944763
31.562628,-2.4626465
35.647564,-2.893158
41.180573,-3.3615723
46.704243,-3.883789
52.543045,-4.440857
58.375042,-5.0452576
62.31482,-5.5586243
66.25325,-5.951538
69.966805,-6.296997
73.67954,-6.587799
81.10202,-6.949768
84.233955,-7.15979
87.36238,-7.242737
90.53325,-7.276062
93.697845,-7.253235
98.508644,-7.149475
102.558365,-6.907501
106.59763,-6.59848
110.38071,-6.224945
114.15797,-5.8086243
117.92769,-5.3320312
121.68942,-4.804657
125.658264,-4.2401123
129.62184,-3.6465454
133.91751,-3.0118408
