depth,snic
0.056604773,0.0033199596
0.11621949,0.0037783186
0.18740958,0.0
0.25859967,0.0
0.32978976,0.0
0.40097985,0.0
0.47216994,0.0
0.54336,0.0
0.6145501,0.0
0.6857402,0.0
0.7569303,0.0
0.82812035,0.0
0.89931047,0.0
0.9705005,0.0
1.0416906,0.0
1.1128807,0.0
1.1840708,0.0
1.255261,0.0
1.326451,0.0
1.3976411,0.0
1.4688312,0.0
1.5400213,0.0
1.6112113,0.0
1.6824014,0.0
1.7535915,0.0
1.8247817,0.0
1.8959717,0.0
1.9671618,0.0
2.0383518,0.0
2.109542,0.0
2.180732,0.0
2.2519221,0.0
2.3231122,0.0
2.3943024,0.0
2.4654925,0.0
2.5366824,0.0
2.6078725,0.0
2.6790626,0.0
2.7502527,0.0
2.8214428,0.0
2.892633,0.0
2.963823,0.0
3.0350132,0.0
3.106203,0.0
3.1773932,0.0
3.2485833,0.0
3.3197734,0.0
3.3909636,0.0
3.4621537,0.0
3.54247,0.0
3.6227863,0.0
3.7031024,0.0
3.7834187,0.0
3.863735,0.0
3.9440513,0.0
4.0243673,0.0
4.104684,0.0
4.185,0.0
4.2653165,0.0
4.3456326,0.0
4.425949,0.0
4.506265,0.0
4.586581,0.0
4.747214,0.0
4.9078465,0.0
5.068479,0.0
5.2291117,0.0
5.3897443,0.0
5.550377,0.0
5.7110095,0.0
6.0322742,0.0
6.364038,0.0
6.6958013,0.0
7.0275645,0.0
7.359328,0.0
8.022855,0.0
8.686381,0.0
9.371371,0.0
10.056362,0.0
10.741352,0.0
11.426342,0.0
12.133262,0.0
12.840181,0.0
14.254022,0.0
15.712654,0.0
17.171286,0.0
18.675644,0.0
20.180004,0.0
22.957335,2.5
25.734667,2.5
28.512,2.5
31.289331,2.5
34.06666,2.5
36.843994,2.5
39.621326,2.5
42.39866,2.5
45.17599,2.5
47.953323,2.5
50.730656,2.5
53.507988,2.5
