depth,T_ice
0.28907582,-3.7309265
0.45071387,-4.7131653
0.5938296,-5.928894
0.73503065,-6.7132874
0.8742945,-7.314392
1.0130392,-7.8786316
1.1606246,-8.43811
1.4336528,-9.11499
1.589046,-9.715576
1.7240711,-10.112213
1.8505926,-10.470459
1.9749432,-10.801544
2.0999756,-11.112915
2.4144998,-11.560333
2.570017,-11.961639
2.86526,-12.314514
3.0239804,-12.61084
3.1724777,-12.775818
3.3076594,-12.931335
3.4341512,-13.078857
4.315839,-13.582581
4.4381666,-13.847046
4.554232,-13.906097
4.664312,-13.9583435
4.7738023,-14.004974
4.8853483,-14.0468445
5.1240163,-14.10141
5.390399,-14.153473
5.784019,-14.206726
5.97895,-14.234863
6.0761666,-14.243835
6.251167,-14.248962
6.3715262,-14.250916
6.744585,-14.25058
6.873079,-14.242218
7.1054482,-14.233154
7.451653,-14.215515
7.544974,-14.198883
7.6382523,-14.189972
7.731257,-14.180908
7.856961,-14.170227
7.9495025,-14.159424
8.182977,-14.144928
8.2800045,-14.130371
8.371796,-14.121155
8.46384,-14.112122
8.5553,-14.103241
8.736737,-14.090363
8.93099,-14.073578
9.0405855,-14.061951
9.137223,-14.0555725
9.236145,-14.049103
9.339469,-14.042145
9.437744,-14.035553
9.542953,-14.029266
9.777783,-14.021606
9.895255,-14.015137
10.28872,-14.004181
10.607918,-13.994568
10.725646,-13.991394
10.829451,-13.990051
11.12017,-13.988098
11.514124,-13.987854
11.762988,-13.990753
12.051064,-13.994354
14.8496275,-14.025909
15.828198,-14.076599
16.481117,-14.092316
16.973257,-14.101501
17.973976,-14.108795
18.545982,-14.108124
19.588655,-14.102814
20.092337,-14.090698
21.012053,-14.076752
21.66409,-14.05484
22.4403,-14.031036
23.05229,-14.006805
23.647797,-13.985596
25.957592,-13.923096
26.84419,-13.841705
27.918985,-13.789154
28.9438,-13.7309265
29.916246,-13.67511
30.828728,-13.622345
36.681244,-13.441437
40.15291,-13.210785
43.866474,-13.05014
47.01143,-12.9151
50.6897,-12.798096
54.159622,-12.694153
58.262676,-12.605652
62.360737,-12.533325
66.16936,-12.483551
69.97578,-12.451263
73.77997,-12.430878
77.58248,-12.420593
81.09051,-12.418762
84.59796,-12.422241
87.71701,-12.428833
89.89053,-12.435394
