depth,density_bulk
0.2897391,523.6546
0.4513019,405.38916
0.59448355,351.09845
0.735796,355.18988
0.875136,358.8264
1.014058,362.367
1.1617267,398.34073
1.4352767,510.60373
1.59057,501.16736
1.7257066,462.46494
1.8522749,454.09253
1.9768499,462.54007
2.1031544,480.77075
2.4058337,575.0723
2.5606022,591.167
2.8616376,588.93835
3.178115,659.6176
3.3091981,557.3352
4.0611806,554.30695
4.316238,632.6055
4.438731,558.94904
4.5548964,543.778
4.66517,526.65857
4.774917,529.6786
5.1263456,573.05084
5.393719,656.868
5.7877097,508.57492
5.885267,524.2503
5.982903,512.44995
6.0807834,513.5351
6.2730417,650.1399
6.398157,605.75323
6.7732453,713.24426
6.8986874,618.0904
7.1263714,591.3855
7.4649725,652.4027
7.558903,535.1505
7.652281,536.067
7.745417,536.9616
7.8716016,550.60724
7.9644027,539.063
8.200337,624.31256
8.296864,558.7864
8.389176,543.5762
8.481361,544.4297
8.573059,545.27106
8.755678,549.92523
8.950899,563.539
9.093736,713.7151
9.2103405,629.5911
9.308663,581.2408
9.4097805,591.6845
9.5158205,607.7188
9.622963,611.94434
9.847126,731.25165
10.369387,611.13654
10.795634,652.6078
10.897553,613.16486
11.0896635,599.0973
11.189131,611.1312
11.83622,684.16296
12.118442,738.7954
16.943035,677.38464
21.757832,678.76276
22.538027,675.96075
23.149437,762.8147
26.582092,687.6886
27.263662,668.32623
27.441809,690.8257
27.546753,685.0448
28.660059,668.99194
28.881117,667.967
29.11833,673.6063
29.367239,693.27747
29.943592,669.9462
30.260965,677.24365
30.577679,727.6879
30.940807,679.45844
31.331667,674.768
36.796864,712.07556
40.502876,715.33826
44.068077,726.8355
47.6303,727.4437
51.887363,732.1628
56.005215,731.289
60.836838,743.00977
64.324715,750.3873
68.03792,757.3271
71.98674,764.88477
75.14898,782.75684
78.30966,783.1413
82.84857,793.11993
87.52936,823.62726
92.53041,824.6221
97.86644,825.74023
100.609474,857.0432
103.35235,857.0962
107.7268,872.84283
112.10057,872.97705
115.18568,877.71686
