depth,density_bulk
0.16009562,315.00186
0.3828571,318.76318
0.56261617,324.83307
0.71461433,329.92523
0.86445445,334.92654
1.0136274,338.98407
1.1605868,342.24588
1.3056145,344.94138
1.449571,347.327
1.5931886,349.57297
1.7352768,351.84982
1.8766161,354.2106
2.0168576,356.86676
2.3192623,408.4109
2.453458,372.76562
2.586391,376.9558
2.7194154,380.76306
2.8496778,384.18353
2.9788916,387.24295
3.1074688,390.05084
3.234921,392.69492
3.362082,395.17746
3.4885216,397.55112
3.613825,399.856
3.7384326,402.09372
3.8623173,404.30344
3.9852812,406.57306
4.3178024,424.9738
4.4382896,417.35626
4.5584397,419.9706
4.6771984,422.40173
4.7952895,424.6706
4.9129133,426.80643
5.0304666,428.81845
5.147865,430.73245
5.2637067,432.5633
5.378881,434.327
5.496375,436.05508
5.6108975,437.7336
5.7247796,439.36578
5.96024,442.89792
6.0731416,445.93375
6.1850286,447.01218
6.2978063,448.87543
6.4093666,450.63443
6.5199013,452.28894
6.630567,453.8659
6.7406693,455.38257
6.850105,456.84158
6.959383,458.25284
7.069482,459.6351
7.179387,460.9952
7.287568,462.31915
7.395462,463.62726
7.5030065,464.9373
7.744719,509.97495
7.8511167,469.91406
7.95735,471.35983
8.064201,472.74405
8.170871,474.07123
8.276472,475.3462
8.382864,476.58228
8.489822,477.79172
8.594246,478.95837
8.699731,480.094
8.80402,481.2086
8.908774,482.30823
9.012254,483.3923
9.133916,497.61206
9.2368765,485.79144
9.35815,492.85852
9.460538,488.28
9.5627,489.42468
9.665032,490.56433
9.766857,491.68066
9.8688135,492.7634
9.971656,493.8198
10.072902,494.84357
10.173888,495.83255
10.275015,496.79974
10.376149,497.74942
45.11712,594.663
47.80232,658.2439
51.09983,665.88
52.275238,670.4702
53.168106,678.04193
53.646126,687.30975
54.15858,676.43555
54.6903,687.0954
55.85013,680.7676
56.439068,722.53845
59.23699,687.65
60.01117,697.53174
60.792297,723.4511
63.447872,698.11725
74.45446,725.8123
82.726204,770.14935
98.01858,812.47723
106.02124,852.0922
110.35585,863.67633
