depth,density_bulk
0.21983877,574.98016
0.4333427,480.57162
0.5723492,410.26633
0.9966721,545.74335
1.1977168,626.7044
1.3597585,565.6138
1.4957507,524.884
1.6264255,527.3236
1.7518016,539.3127
1.8736107,541.3801
1.9967552,551.9901
2.1144013,545.12317
2.2312016,549.0853
2.3596275,586.3019
2.756916,701.65625
2.9415743,690.87164
3.093038,644.8986
3.3893867,641.741
3.5292604,634.2678
3.6484826,599.96704
3.8402271,790.3571
4.0012994,689.68384
4.137905,656.1495
4.2868547,679.83405
4.56132,734.8461
4.697296,669.5676
4.8391743,681.9968
4.9862714,693.5374
5.3723574,740.8659
5.5355043,723.30634
5.678204,700.7625
5.8107986,688.08905
6.108873,763.3791
6.239635,693.29736
6.377029,697.7871
6.816158,716.2492
6.9493165,703.73834
7.1117663,778.5733
7.2773886,744.5515
7.5640945,717.49207
7.7223163,824.8109
7.8968425,755.5872
8.188956,726.4506
8.61748,760.2306
8.841556,776.47144
8.991212,736.8468
9.1284485,707.93866
9.249738,698.3854
9.476721,689.90533
9.585227,682.0
9.69599,688.81885
9.928636,699.3789
10.316107,789.44806
10.487909,765.3686
10.641695,750.8917
10.904977,726.97656
11.05597,751.62897
11.194094,739.4146
11.500192,820.66516
11.64097,745.29913
11.766519,728.8843
11.889185,820.44714
12.030053,749.25287
12.271791,725.70526
12.5306835,738.27924
12.800847,780.0262
12.955046,766.9488
13.122023,751.235
13.272367,792.392
13.390973,789.567
15.70282,778.7528
18.01447,778.81915
20.993221,784.99786
21.200167,823.3008
21.487762,895.403
23.878721,900.0
26.269682,900.0
30.165815,900.0
34.06195,900.0
37.958084,900.0
41.85422,900.0
45.664135,900.0
49.47405,900.0
51.761623,900.0
54.049202,900.0
57.287617,900.0
60.764923,900.0
64.496056,900.0
68.49595,900.0
72.779526,900.0
75.070625,900.0
77.361725,900.0
79.76947,900.0
82.25748,900.0
84.82759,900.0
87.481705,900.0
90.221664,900.0
93.04934,900.0
95.966606,900.0
98.97533,900.0
