depth,rhofirn
0.062464297,885.2143
0.13035463,890.21985
0.22783846,900.0
0.29793867,900.0
0.36803886,900.0
0.43813908,900.0
0.50823927,900.0
0.57833946,900.0
0.6484397,900.0
0.7185399,900.0
0.7886401,900.0
0.8587403,900.0
0.9288405,900.0
0.9989407,900.0
1.0690409,900.0
1.1741912,900.0
1.2793416,900.0
1.3494418,900.0
1.419542,900.0
1.4896421,900.0
1.5597423,900.0
1.6298425,900.0
1.6999428,900.0
1.770043,900.0
1.8401432,900.0
1.9102434,900.0
1.9715811,900.0
2.0329187,900.0
2.0942564,900.0
2.155594,900.0
2.2169318,900.0
2.2782695,900.0
2.3396072,900.0
2.4009447,900.0
2.471045,900.0
2.5411453,900.0
2.6112454,900.0
2.6813457,900.0
2.7514458,900.0
2.821546,900.0
2.8916461,900.0
2.9617465,900.0
3.0318468,900.0
3.1019468,900.0
3.1720471,900.0
3.2421472,900.0
3.3122475,900.0
3.3823476,900.0
3.452448,900.0
3.5225482,900.0
3.5926483,900.0
3.6627486,900.0
3.7328486,900.0
3.802949,900.0
3.8730493,900.0
3.9431493,900.0
4.0132494,900.0
4.0833497,900.0
4.15345,900.0
4.2235503,900.0
4.29365,900.0
4.3637505,900.0
4.433851,900.0
4.503951,900.0
4.644151,900.0
4.7306666,900.0
4.817182,900.0
4.9902124,900.0
5.1632433,900.0
5.3362737,900.0
5.509304,900.0
5.682335,900.0
6.0283957,900.0
6.374457,900.0
6.720518,900.0
7.0665793,900.0
7.41264,900.0
7.7587013,900.0
8.104762,900.0
8.796885,900.0
9.489007,900.0
10.181129,900.0
11.322369,900.0
12.463609,900.0
13.604849,900.0
14.746088,900.0
16.001532,900.0
17.256977,900.0
18.687635,900.0
20.118292,900.0
22.979609,900.0
25.387356,900.0
27.875355,900.0
30.445477,900.0
33.099583,900.0
35.839542,900.0
38.667225,900.0
40.878036,900.0
43.08885,900.0
44.593204,900.0
