depth,snowc
0.11117065,0.041164648
0.182574,0.04513028
0.25947046,0.06921792
0.33636692,0.06921792
0.41838983,0.07383245
0.5004127,0.07383245
0.59268844,0.08306151
0.6849642,0.08306151
0.7874928,0.092290565
0.89002144,0.092290565
0.99255,0.092290565
1.0540673,0.05537434
1.1155844,0.05537434
1.1771015,0.05537434
1.2334923,0.05075981
1.289883,0.05075981
1.3462738,0.05075981
1.4154806,0.06229613
1.4846873,0.06229613
1.5718367,0.07844698
1.658986,0.07844698
1.7512618,0.08306151
1.8435376,0.08306151
1.9358133,0.08306151
1.9973304,0.05537434
2.0588477,0.05537434
2.1203647,0.05537434
2.181882,0.05537434
2.2433991,0.05537434
2.3049164,0.05537434
2.3869393,0.07383245
2.468962,0.07383245
2.5509849,0.07383245
2.6330078,0.07383245
2.7150307,0.07383245
2.7970536,0.07383245
2.8790765,0.07383245
2.9610994,0.07383245
3.0431223,0.07383245
3.1251452,0.07383245
3.207168,0.07383245
3.289191,0.07383245
3.371214,0.07383245
3.4532368,0.07383245
3.5145905,0.055227287
3.5759444,0.055227287
3.637298,0.055227287
3.698652,0.055227287
3.7600057,0.055227287
3.8213596,0.055227287
3.8827133,0.055227287
3.9440672,0.055227287
4.0257635,0.07353835
4.1074595,0.07353835
4.1891556,0.07353835
4.2708516,0.07353835
4.434244,0.1470767
4.597636,0.1470767
4.761029,0.1470767
4.9244213,0.1470767
5.0878134,0.1470767
5.251206,0.1470767
5.5779905,0.2941534
5.904775,0.2941534
6.2315598,0.2941534
6.5583444,0.2941534
6.885129,0.2941534
7.2119136,0.2941534
7.538698,0.2941534
8.10372,0.5086008
8.66874,0.5086008
9.233762,0.5086008
9.798783,0.5086008
10.928825,1.0172015
12.058868,1.0172015
13.1889105,1.0172015
14.3189535,1.0172015
15.582836,1.1376774
16.84672,1.1376774
18.110603,1.1376774
19.374487,1.1376774
21.902252,2.2753549
24.43002,2.2753549
27.356882,2.6345992
30.283745,2.6345992
32.846367,2.3067303
35.40899,2.3067303
37.97161,2.3067303
40.534233,2.3067303
42.712418,1.96068
44.965256,2.02788
47.294617,2.09676
49.702362,2.16732
52.19036,2.23956
54.760483,2.31348
57.41459,2.38908
60.154552,2.46636
62.98223,2.54532
65.8995,2.62596
68.90821,2.70828
